,CWSID,RegulatingAgency,WaterSystemName,Score_DroughtWatchStatus,WaterOutageDroughtViolation,BottledHauledWaterOrZeroSource,CurtailmentExemptionPetition,Score_1704,FundedProject,DroughtExperienced,ServiceConnections,Population,Score_SourceNumber,Score_SCV,Score_SCM,Score_CriticallyOverdraftedGroundwaterBasin,CDAG_rank,Curtailment,Score_1702,Score_1705,Score_1706,Score_1812,Score_1813,Score_1814,Score_1815,EAR2020DroughtRiskScore,SAFER_AccessibilityScore,PWPhysicalAddressLat,PWPhysicalAddressLong,CentralValleyCounties,NonCentralValleyCounties,ActiveGWSource,ActiveSWSource,CurtailedWatershed,HUC4,HUC8_CentralValley,HUC8_Coast,HUC8_Other,Basin_Number_part1,FracturedRock,Basin12,Basin34,Basin5,Basin6,Basin789,Intertie,DSCI2WYAvg,TNCFlow2WYAvg,ind,NotExpected,Expected,pred2,NotExpected,Expected,pred2,NotExpected,Expected,pred2,NotExpected,Expected,pred2,NotExpected,Expected,pred2
2139,CA4300924,DISTRICT 17 - SANTA CLARA,PARKWAY LAKES RV PARK,0,0,0,0,0,0,0,121,250,1,0,0,0,709,0,0,0,0,0,0,0,0,0,1.333333333,37.1772711,-121.6971001,No,SANTA CLARA,1,0,NotInCurtailedWatershed,1805,HUC8_Coast,18050003,HUC8_Coast,2,0-000,2-009,0-000,0-000,0-000,0-000,0,198.0285714,17.83439709,1,0.914,0.086,NotExpected,0.924,0.076,NotExpected,0.937,0.063,NotExpected,0.948,0.052,NotExpected,0.953,0.047,NotExpected
2140,CA4300978,DISTRICT 17 - SANTA CLARA,BRUSH AND OLD WELL MUTUAL WATER COMPANY,0,0,0,0,0,0,0,27,70,0,0,0,0,1769,0,0,0,0,0,0,0,0,0,1,37.16656005,-121.9977958,No,SANTA CLARA,0,0,NotInCurtailedWatershed,1805,HUC8_Coast,18050003,HUC8_Coast,FR,FR-999,0-000,0-000,0-000,0-000,0-000,1,198.0285714,17.83439709,1,0.831,0.169,NotExpected,0.845,0.155,NotExpected,0.835,0.165,NotExpected,0.823,0.177,NotExpected,0.795,0.205,NotExpected
2141,CA4300979,DISTRICT 17 - SANTA CLARA,QUAIL CREEK ESTATES MUTUAL WATER COMPANY,0,0,0,0,0,0,0,39,55,0.5,0,0,0,1172,0,0,0,0,0,0,0,0,0,0.333333333,37.0029828,-121.5566373,No,SANTA CLARA,2,0,NotInCurtailedWatershed,1806,HUC8_Coast,18060002,HUC8_Coast,FR,FR-999,0-000,0-000,0-000,0-000,0-000,0,198.0285714,88.78013944,2,0.667,0.333,NotExpected,0.649,0.351,NotExpected,0.648,0.352,NotExpected,0.632,0.368,NotExpected,0.617,0.383,NotExpected
2142,CA4300992,DISTRICT 17 - SANTA CLARA,GOLDEN HEIGHTS MUTUAL WATER COMPANY,0,0,0,0,0,0,0,21,66,0.5,0,0,0,1531,0,0,0,0,0,1,0,0,1,0.333333333,37.0620588,-121.5308004,No,SANTA CLARA,2,0,NotInCurtailedWatershed,1806,HUC8_Coast,18060002,HUC8_Coast,3,0-000,0-000,3-003,0-000,0-000,0-000,0,198.0285714,88.78013944,1,0.683,0.317,NotExpected,0.657,0.343,NotExpected,0.678,0.322,NotExpected,0.665,0.335,NotExpected,0.624,0.376,NotExpected
2143,CA4300994,DISTRICT 17 - SANTA CLARA,COYOTE VALLEY RV RESORT,0,0,0,0,0,0,0,129,500,1,0,0,0,415,0,0,0,0,0,0,0,0,0,1.5,37.1921276,-121.7120645,No,SANTA CLARA,1,0,NotInCurtailedWatershed,1805,HUC8_Coast,18050003,HUC8_Coast,2,0-000,2-009,0-000,0-000,0-000,0-000,0,198.0285714,17.83439709,1,0.92,0.08,NotExpected,0.921,0.079,NotExpected,0.94,0.06,NotExpected,0.952,0.048,NotExpected,0.953,0.047,NotExpected
2144,CA4300996,DISTRICT 17 - SANTA CLARA,VALLEY VIEW RANCHES,0,0,0,0,0,0,0,16,45,1,0,0,0,1328,0,0,0,0,0,1,0,0,1,1.333333333,37.0029828,-121.5566373,No,SANTA CLARA,1,0,NotInCurtailedWatershed,1806,HUC8_Coast,18060002,HUC8_Coast,3,0-000,0-000,3-003,0-000,0-000,0-000,0,198.0285714,88.78013944,1,0.726,0.274,NotExpected,0.709,0.291,NotExpected,0.696,0.304,NotExpected,0.7,0.3,NotExpected,0.685,0.315,NotExpected
2145,CA4300997,DISTRICT 17 - SANTA CLARA,NASA AMES RESEARCH CENTER,0,0,0,0,0,0,0,300,5300,0,0,0,0,1808,0,0,0,0,1,0,1,0,2,0,37.4090755,-122.0507824,No,SANTA CLARA,0,0,NotInCurtailedWatershed,1805,HUC8_Coast,18050003,HUC8_Coast,2,0-000,2-009,0-000,0-000,0-000,0-000,1,198.0285714,17.83439709,1,0.931,0.069,NotExpected,0.951,0.049,NotExpected,0.962,0.038,NotExpected,0.958,0.042,NotExpected,0.96,0.04,NotExpected
2146,CA4300999,DISTRICT 17 - SANTA CLARA,UVAS PINES RV PARK,0,0,0,0,0,0,0,43,86,1,0,0,0,117,0,0,0,0,0,0,0,0,0,2,37.0611856,-121.674583,No,SANTA CLARA,1,0,NotInCurtailedWatershed,1806,HUC8_Coast,18060002,HUC8_Coast,FR,FR-999,0-000,0-000,0-000,0-000,0-000,0,198.0285714,88.78013944,1,0.684,0.316,NotExpected,0.675,0.325,NotExpected,0.675,0.325,NotExpected,0.664,0.336,NotExpected,0.656,0.344,NotExpected
2147,CA4301004,DISTRICT 17 - SANTA CLARA,EMERALD VALLEY MUTUAL WATER COMPANY,0,0,0,0,0,0,0,13,43,0.5,0,0,0,898,0,0,0,0,0,0,0,0,0,0.333333333,37.0394692,-121.6077627,No,SANTA CLARA,2,0,NotInCurtailedWatershed,1806,HUC8_Coast,18060002,HUC8_Coast,3,0-000,0-000,3-003,0-000,0-000,0-000,0,198.0285714,88.78013944,1,0.733,0.267,NotExpected,0.692,0.308,NotExpected,0.701,0.299,NotExpected,0.692,0.308,NotExpected,0.665,0.335,NotExpected
2148,CA4301013,DISTRICT 17 - SANTA CLARA,ROCKWOOD ESTATES MUTUAL WATER COMPANY,0,0,0,0,0,0,0,14,30,0,0,0,0,1396,0,0,0,0,0,1,0,0,1,0.333333333,37.1118406,-121.6921561,No,SANTA CLARA,3,0,NotInCurtailedWatershed,1806,HUC8_Coast,18060002,HUC8_Coast,FR,FR-999,0-000,0-000,0-000,0-000,0-000,0,198.0285714,88.78013944,1,0.677,0.323,NotExpected,0.671,0.329,NotExpected,0.698,0.302,NotExpected,0.687,0.313,NotExpected,0.684,0.316,NotExpected
2149,CA4310001,DISTRICT 17 - SANTA CLARA,CWSC LOS ALTOS SUBURBAN,0,0,0,0,0,0,0,18528,70014,0,0,0,0,-1,0,0,0,0,1,1,0,1,3,0,37.3667721,-121.9113979,No,SANTA CLARA,20,0,NotInCurtailedWatershed,1805,HUC8_Coast,18050003,HUC8_Coast,2,0-000,2-009,0-000,0-000,0-000,0-000,1,198.0285714,17.83439709,1,0.973,0.027,NotExpected,0.976,0.024,NotExpected,0.984,0.016,NotExpected,0.982,0.018,NotExpected,0.986,0.014,NotExpected
2150,CA4310004,DISTRICT 17 - SANTA CLARA,CITY OF GILROY,0,0,0,0,0,0,0,15220,57315,0,0,0,0,-1,0,0,0,0,1,1,1,1,4,0,37.0069796,-121.5595224,No,SANTA CLARA,9,0,NotInCurtailedWatershed,1806,HUC8_Coast,18060002,HUC8_Coast,3,0-000,0-000,3-003,0-000,0-000,0-000,0,198.0285714,88.78013944,1,0.783,0.217,NotExpected,0.808,0.192,NotExpected,0.816,0.184,NotExpected,0.802,0.198,NotExpected,0.788,0.212,NotExpected
2151,CA4310005,DISTRICT 17 - SANTA CLARA,CITY OF MILPITAS,0,0,0,0,0,0,0,16479,74865,0,0,0,0,-1,0,0,0,0,0,0,0,2,2,0,37.4331148,-121.8991724,No,SANTA CLARA,1,0,NotInCurtailedWatershed,1805,HUC8_Coast,18050003,HUC8_Coast,2,0-000,2-009,0-000,0-000,0-000,0-000,1,198.0285714,17.83439709,1,0.97,0.03,NotExpected,0.966,0.034,NotExpected,0.98,0.02,NotExpected,0.978,0.022,NotExpected,0.979,0.021,NotExpected
2152,CA4310006,DISTRICT 17 - SANTA CLARA,CITY OF MORGAN HILL,0,0,0,0,0,0,0,14593,46454,0,0,0,0,-1,0,0,0,0,0,1,1,2,4,0,37.114478,-121.6468927,No,SANTA CLARA,16,0,NotInCurtailedWatershed,1806,HUC8_Coast,18060002,HUC8_Coast,2A3,0-000,2-009,3-003,0-000,0-000,0-000,0,198.0285714,88.78013944,2,0.837,0.163,NotExpected,0.848,0.152,NotExpected,0.868,0.132,NotExpected,0.867,0.133,NotExpected,0.872,0.128,NotExpected
2153,CA4310007,DISTRICT 17 - SANTA CLARA,CITY OF MOUNTAIN VIEW,0,0,0,0,0,0,0,17507,79772,0,0,0,0,-1,0,0,0,0,2,1,2,2,7,0,37.3940469,-122.0603513,No,SANTA CLARA,4,0,NotInCurtailedWatershed,1805,HUC8_Coast,18050003,HUC8_Coast,2,0-000,2-009,0-000,0-000,0-000,0-000,1,198.0285714,17.83439709,1,0.953,0.047,NotExpected,0.96,0.04,NotExpected,0.968,0.032,NotExpected,0.975,0.025,NotExpected,0.975,0.025,NotExpected
2154,CA4310009,DISTRICT 17 - SANTA CLARA,CITY OF PALO ALTO,0,0,0,0,0,0,0,19377,69397,0,0,0,0,-1,0,0,0,0,2,0,2,2,6,0,37.4442034,-122.1596147,No,SANTA CLARA,8,0,NotInCurtailedWatershed,1805,HUC8_Coast,18050003,HUC8_Coast,2,0-000,2-009,0-000,0-000,0-000,0-000,1,198.0285714,17.83439709,1,0.957,0.043,NotExpected,0.965,0.035,NotExpected,0.971,0.029,NotExpected,0.977,0.023,NotExpected,0.98,0.02,NotExpected
2155,CA4310011,DISTRICT 17 - SANTA CLARA,SAN JOSE WATER,0,0,0,0,0,0,0,222047,1007514,0,0,0,0,-1,0,0,0,2,1,1,2,2,8,-1,37.3037001,-121.9324672,No,SANTA CLARA,88,1,NotInCurtailedWatershed,1805,HUC8_Coast,18050003,HUC8_Coast,2,0-000,2-009,0-000,0-000,0-000,0-000,1,198.0285714,17.83439709,2,0.881,0.119,NotExpected,0.891,0.109,NotExpected,0.904,0.096,NotExpected,0.924,0.076,NotExpected,0.933,0.067,NotExpected
2156,CA4310012,DISTRICT 17 - SANTA CLARA,CITY OF SANTA CLARA,0,0,0,0,0,0,0,25828,129104,0,0,0,0,-1,0,0,0,0,1,1,2,2,6,-1,37.3543331,-121.9547766,No,SANTA CLARA,20,0,NotInCurtailedWatershed,1805,HUC8_Coast,18050003,HUC8_Coast,2,0-000,2-009,0-000,0-000,0-000,0-000,1,198.0285714,17.83439709,1,0.966,0.034,NotExpected,0.975,0.025,NotExpected,0.98,0.02,NotExpected,0.982,0.018,NotExpected,0.988,0.012,NotExpected
2157,CA4310013,DISTRICT 17 - SANTA CLARA,STANFORD UNIVERSITY,0,0,0,0,0,0,0,1497,32218,0,0,0,0,2270,0,0,0,0,0,0,0,0,0,0,37.4285958,-122.1572576,No,SANTA CLARA,4,0,NotInCurtailedWatershed,1805,HUC8_Coast,18050003,HUC8_Coast,2,0-000,2-009,0-000,0-000,0-000,0-000,1,198.0285714,17.83439709,1,0.97,0.03,NotExpected,0.967,0.033,NotExpected,0.97,0.03,NotExpected,0.976,0.024,NotExpected,0.98,0.02,NotExpected
2158,CA4310014,DISTRICT 17 - SANTA CLARA,CITY OF SUNNYVALE,0,0,0,0,0,0,0,28475,155567,0,0,0,0,-1,0,0,0,0,2,0,1,0,3,-1,37.3788723,-122.0083097,No,SANTA CLARA,7,0,NotInCurtailedWatershed,1805,HUC8_Coast,18050003,HUC8_Coast,2,0-000,2-009,0-000,0-000,0-000,0-000,1,198.0285714,17.83439709,1,0.962,0.038,NotExpected,0.969,0.031,NotExpected,0.978,0.022,NotExpected,0.983,0.017,NotExpected,0.98,0.02,NotExpected
2159,CA4310018,DISTRICT 17 - SANTA CLARA,CITY OF CUPERTINO,0,0,0,0,0,0,0,4486,16530,0,0,0,0,-1,0,0,0,2,1,1,2,2,8,0,37.3188973,-122.0286498,No,SANTA CLARA,2,0,NotInCurtailedWatershed,1805,HUC8_Coast,18050003,HUC8_Coast,2,0-000,2-009,0-000,0-000,0-000,0-000,1,198.0285714,17.83439709,1,0.94,0.06,NotExpected,0.944,0.056,NotExpected,0.955,0.045,NotExpected,0.967,0.033,NotExpected,0.966,0.034,NotExpected
2160,CA4310019,DISTRICT 17 - SANTA CLARA,CITY OF SAN JOSE - NSJ/ALVISO,0,0,0,0,0,0,0,2200,15300,0,0,0,0,2363,0,0,0,0,0,0,0,0,0,0,37.3012039,-121.8269362,No,SANTA CLARA,4,0,NotInCurtailedWatershed,1805,HUC8_Coast,18050003,HUC8_Coast,2,0-000,2-009,0-000,0-000,0-000,0-000,1,198.0285714,17.83439709,1,0.975,0.025,NotExpected,0.972,0.028,NotExpected,0.977,0.023,NotExpected,0.979,0.021,NotExpected,0.985,0.015,NotExpected
2161,CA4310020,DISTRICT 17 - SANTA CLARA,CITY OF SAN JOSE - EVG/EDV/COY,0,0,0,0,0,0,0,23939,93300,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,37.3012039,-121.8269362,No,SANTA CLARA,10,0,NotInCurtailedWatershed,1805,HUC8_Coast,18050003,HUC8_Coast,2,0-000,2-009,0-000,0-000,0-000,0-000,1,198.0285714,17.83439709,1,0.979,0.021,NotExpected,0.973,0.027,NotExpected,0.983,0.017,NotExpected,0.983,0.017,NotExpected,0.988,0.012,NotExpected
2162,CA4310021,DISTRICT 17 - SANTA CLARA,PURISSIMA HILLS WATER DISTRICT,0,0,0,0,0,0,0,2132,6190,0,0,0,0,2188,0,0,0,0,0,0,0,0,0,0,37.382355,-122.1380127,No,SANTA CLARA,0,0,NotInCurtailedWatershed,1805,HUC8_Coast,18050003,HUC8_Coast,2,0-000,2-009,0-000,0-000,0-000,0-000,1,198.0285714,17.83439709,1,0.958,0.042,NotExpected,0.969,0.031,NotExpected,0.967,0.033,NotExpected,0.964,0.036,NotExpected,0.973,0.027,NotExpected
2163,CA4310022,DISTRICT 17 - SANTA CLARA,GREAT OAKS WC INC,0,0,0,0,0,0,0,21399,103590,0,0,0,0,-1,0,0,0,0,0,1,1,0,2,-1,37.2381641,-121.7748396,No,SANTA CLARA,21,0,NotInCurtailedWatershed,1805,HUC8_Coast,18050003,HUC8_Coast,2,0-000,2-009,0-000,0-000,0-000,0-000,0,198.0285714,17.83439709,1,0.964,0.036,NotExpected,0.971,0.029,NotExpected,0.98,0.02,NotExpected,0.984,0.016,NotExpected,0.989,0.011,NotExpected
2164,CA4310027,DISTRICT 17 - SANTA CLARA,SANTA CLARA VALLEY WATER DISTRICT,0,0,0,0,0,0,0,25,0,0,0,0,0,-1,0,0,0,0,2,1,2,2,7,-1,37.2453331,-121.8733673,No,SANTA CLARA,3,7,PartialSJ,1805,HUC8_Coast,18050003,HUC8_Coast,FR-2,FR-999,2-009,0-000,0-000,0-000,0-000,1,198.0285714,17.83439709,1,0.727,0.273,NotExpected,0.747,0.253,NotExpected,0.752,0.248,NotExpected,0.783,0.217,NotExpected,0.794,0.206,NotExpected
2165,CA4310028,DISTRICT 17 - SANTA CLARA,SAN JOSE STATE UNIVERSITY,0,0,0,0,0,0,0,54,30000,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,-1,37.34,-121.88,No,SANTA CLARA,0,0,NotInCurtailedWatershed,1805,HUC8_Coast,18050003,HUC8_Coast,2,0-000,2-009,0-000,0-000,0-000,0-000,1,198.0285714,17.83439709,1,0.965,0.035,NotExpected,0.963,0.037,NotExpected,0.968,0.032,NotExpected,0.974,0.026,NotExpected,0.976,0.024,NotExpected
2166,CA4400502,LPA74 - SANTA CRUZ COUNTY,TROUT GULCH MUTUAL WATER COMPANY,0,0,0,0,0,0,0,186,614,0,0,0,1,2028,0,0,0,0,0,0,0,0,0,1,36.982673,-121.888246,No,SANTA CRUZ,4,0,NotInCurtailedWatershed,1806,HUC8_Coast,18060015,HUC8_Coast,3,0-000,0-000,3-001,0-000,0-000,0-000,0,170.4857143,289.7983252,2,0.689,0.311,NotExpected,0.721,0.279,NotExpected,0.723,0.277,NotExpected,0.715,0.285,NotExpected,0.706,0.294,NotExpected
2167,CA4400517,LPA74 - SANTA CRUZ COUNTY,LAKEVIEW APARTMENTS,0,0,0,0,0,0,0,7,43,1,0,0,1,1195,0,0,0,0,0,0,0,0,0,2,36.9452869,-121.7196572,No,SANTA CRUZ,1,0,NotInCurtailedWatershed,1806,HUC8_Coast,18060002,HUC8_Coast,3,0-000,0-000,3-002,0-000,0-000,0-000,0,170.4857143,88.78013944,1,0.881,0.119,NotExpected,0.898,0.102,NotExpected,0.896,0.104,NotExpected,0.91,0.09,NotExpected,0.902,0.098,NotExpected
2168,CA4400526,LPA74 - SANTA CRUZ COUNTY,BIG REDWOOD PARK WATER,0,0,0,0,0,0,0,65,130,0,0,0,0,2189,0,0,0,0,0,0,0,0,0,1,37.114407,-121.9810133,No,SANTA CRUZ,0,0,NotInCurtailedWatershed,1806,HUC8_Coast,18060015,HUC8_Coast,3,0-000,0-000,3-002,0-000,0-000,0-000,1,170.4857143,289.7983252,1,0.805,0.195,NotExpected,0.817,0.183,NotExpected,0.835,0.165,NotExpected,0.831,0.169,NotExpected,0.858,0.142,NotExpected
2169,CA4400528,DISTRICT 05 - MONTEREY,LAUREL COMMUNITY LEAGUE,0,0,0,0,0,0,0,23,64,1,0,0,0,1457,0,0,0,0,0,0,0,0,0,1.333333333,37.1171304,-121.9669294,No,SANTA CRUZ,0,1,NotInCurtailedWatershed,1806,HUC8_Coast,18060015,HUC8_Coast,FR,FR-999,0-000,0-000,0-000,0-000,0-000,0,170.4857143,289.7983252,1,0.729,0.271,NotExpected,0.771,0.229,NotExpected,0.724,0.276,NotExpected,0.752,0.248,NotExpected,0.775,0.225,NotExpected
2170,CA4400557,LPA74 - SANTA CRUZ COUNTY,ST FRANCIS TRACT WATER SYSTEM,0,0,0,0,0,0,0,29,118,1,0,0,1,617,0,0,0,0,0,0,0,0,0,2,36.9539721,-121.7306558,No,SANTA CRUZ,1,0,NotInCurtailedWatershed,1806,HUC8_Coast,18060002,HUC8_Coast,3,0-000,0-000,3-002,0-000,0-000,0-000,0,170.4857143,88.78013944,1,0.791,0.209,NotExpected,0.829,0.171,NotExpected,0.83,0.17,NotExpected,0.82,0.18,NotExpected,0.832,0.168,NotExpected
2171,CA4400558,LPA74 - SANTA CRUZ COUNTY,SAN ANDREAS MUTUAL WATER CO,0,0,0,0,0,0,0,135,350,0,0,0,1,2007,0,0,0,0,0,0,0,0,0,1,36.9172655,-121.8358223,No,SANTA CRUZ,3,0,NotInCurtailedWatershed,1806,HUC8_Coast,18060015,HUC8_Coast,3,0-000,0-000,3-002,0-000,0-000,0-000,0,170.4857143,289.7983252,1,0.709,0.291,NotExpected,0.73,0.27,NotExpected,0.739,0.261,NotExpected,0.737,0.263,NotExpected,0.731,0.269,NotExpected
2172,CA4400559,DISTRICT 05 - MONTEREY,SUMMIT MUTUAL WATER COMPANY,0,0,0,0,0,0,0,54,152,1,0,0,0,323,0,0,0,0,0,0,0,0,0,1.5,37.2358078,-121.9623751,No,SANTA CRUZ,0,1,NotInCurtailedWatershed,1805,HUC8_Coast,18050003,HUC8_Coast,FR,FR-999,0-000,0-000,0-000,0-000,0-000,0,170.4857143,17.83439709,1,0.55,0.45,NotExpected,0.568,0.432,NotExpected,0.513,0.487,NotExpected,0.5,0.5,NotExpected,0.532,0.468,NotExpected
2173,CA4400571,DISTRICT 05 - MONTEREY,DAVENPORT COUNTY SANITATION,0,0,0,0,0,1,1,108,350,0.5,0,0,0,1468,0,0,2,2,0,0,0,0,4,0.333333333,37.0191318,-122.2053987,No,SANTA CRUZ,0,2,NotInCurtailedWatershed,1805,HUC8_Coast,18050006,HUC8_Coast,FR,FR-999,0-000,0-000,0-000,0-000,0-000,0,170.4857143,11.37625123,1,0,1,Expected,0,1,Expected,0,1,Expected,0,1,Expected,0,1,Expected
2174,CA4400572,LPA74 - SANTA CRUZ COUNTY,FERN GROVE WATER CLUB,0,0,0,0,0,0,0,67,182,0.5,0,0,0,754,0,0,0,0,0,0,0,0,0,0.333333333,37.0779618,-122.0314252,No,SANTA CRUZ,2,0,NotInCurtailedWatershed,1806,HUC8_Coast,18060015,HUC8_Coast,3,0-000,0-000,3-027,0-000,0-000,0-000,0,170.4857143,289.7983252,1,0.686,0.314,NotExpected,0.686,0.314,NotExpected,0.711,0.289,NotExpected,0.683,0.317,NotExpected,0.673,0.327,NotExpected
2175,CA4400582,LPA74 - SANTA CRUZ COUNTY,PINE TREE LANE MUTUAL WATER CO,0,0,0,0,0,0,0,36,80,1,0,0,1,1028,0,0,0,0,0,1,0,0,1,2,36.9818368,-121.9315449,No,SANTA CRUZ,1,0,NotInCurtailedWatershed,1806,HUC8_Coast,18060015,HUC8_Coast,3,0-000,0-000,3-001,0-000,0-000,0-000,0,170.4857143,289.7983252,1,0.786,0.214,NotExpected,0.819,0.181,NotExpected,0.812,0.188,NotExpected,0.826,0.174,NotExpected,0.825,0.175,NotExpected
2176,CA4400585,LPA74 - SANTA CRUZ COUNTY,RIDGEVIEW ESTATES MWC,0,0,0,0,0,0,0,18,45,1,0,0,0,1033,0,0,0,0,0,1,0,0,1,1.333333333,37.186622,-122.1365312,No,SANTA CRUZ,1,0,NotInCurtailedWatershed,1806,HUC8_Coast,18060015,HUC8_Coast,FR,FR-999,0-000,0-000,0-000,0-000,0-000,0,170.4857143,289.7983252,1,0.819,0.181,NotExpected,0.837,0.163,NotExpected,0.842,0.158,NotExpected,0.868,0.132,NotExpected,0.872,0.128,NotExpected
2177,CA4400595,DISTRICT 05 - MONTEREY,VILLA DEL MONTE MWC,0,0,0,0,0,0,0,127,419,0,0,0,0,2284,0,0,0,0,0,0,0,0,0,0,37.2358078,-121.9623751,No,SANTA CRUZ,0,1,NotInCurtailedWatershed,1805,HUC8_Coast,18050003,HUC8_Coast,FR,FR-999,0-000,0-000,0-000,0-000,0-000,1,170.4857143,17.83439709,2,0.517,0.483,NotExpected,0.543,0.457,NotExpected,0.506,0.494,NotExpected,0.489,0.511,Expected,0.467,0.533,Expected
2178,CA4400598,LPA74 - SANTA CRUZ COUNTY,"PURESOURCE WATER, INC",0,0,0,0,0,0,0,77,200,0,0,0,1,1926,0,0,0,0,0,0,0,0,0,0.666666667,37.0093663,-121.8985809,No,SANTA CRUZ,2,0,NotInCurtailedWatershed,1806,HUC8_Coast,18060015,HUC8_Coast,3,0-000,0-000,3-001,0-000,0-000,0-000,1,170.4857143,289.7983252,1,0.739,0.261,NotExpected,0.766,0.234,NotExpected,0.756,0.244,NotExpected,0.766,0.234,NotExpected,0.743,0.257,NotExpected
2179,CA4400599,LPA74 - SANTA CRUZ COUNTY,SUNSET BEACH MUTUAL WATER CO,0,0,0,0,0,0,0,65,150,0,0,0,1,1962,0,0,0,0,0,0,0,0,0,1,36.8933118,-121.8349847,No,SANTA CRUZ,0,0,NotInCurtailedWatershed,1806,HUC8_Coast,18060015,HUC8_Coast,3,0-000,0-000,3-002,0-000,0-000,0-000,1,170.4857143,289.7983252,1,0.79,0.21,NotExpected,0.8,0.2,NotExpected,0.814,0.186,NotExpected,0.809,0.191,NotExpected,0.83,0.17,NotExpected
2180,CA4400604,DISTRICT 05 - MONTEREY,BRACKEN BRAE COUNTRY CLUB,0,0,0,0,0,0,0,24,54,0,0,0,0,2312,0,0,0,0,0,0,2,0,2,0,37.1399019,-122.146694,No,SANTA CRUZ,1,0,NotInCurtailedWatershed,1806,HUC8_Coast,18060015,HUC8_Coast,FR,FR-999,0-000,0-000,0-000,0-000,0-000,1,170.4857143,289.7983252,1,0.839,0.161,NotExpected,0.852,0.148,NotExpected,0.904,0.096,NotExpected,0.873,0.127,NotExpected,0.887,0.113,NotExpected
2181,CA4400605,LPA74 - SANTA CRUZ COUNTY,CRESTWOOD HEIGHTS WATER ASSN,0,0,0,0,0,0,0,45,126,0.5,0,0,1,1860,0,0,0,0,0,1,0,0,1,1,36.9305079,-121.7339662,No,SANTA CRUZ,2,0,NotInCurtailedWatershed,1806,HUC8_Coast,18060002,HUC8_Coast,3,0-000,0-000,3-002,0-000,0-000,0-000,0,170.4857143,88.78013944,1,0.81,0.19,NotExpected,0.851,0.149,NotExpected,0.855,0.145,NotExpected,0.856,0.144,NotExpected,0.87,0.13,NotExpected
2182,CA4400608,DISTRICT 05 - MONTEREY,FOREST SPRINGS,0,0,0,0,0,0,0,126,385,0,0,0,0,890,0,0,0,0,0,0,0,0,0,1,37.1389077,-122.1501018,No,SANTA CRUZ,0,0,NotInCurtailedWatershed,1806,HUC8_Coast,18060015,HUC8_Coast,3,0-000,0-000,3-027,0-000,0-000,0-000,1,170.4857143,289.7983252,1,0.697,0.303,NotExpected,0.701,0.299,NotExpected,0.703,0.297,NotExpected,0.696,0.304,NotExpected,0.699,0.301,NotExpected
2183,CA4400611,LPA74 - SANTA CRUZ COUNTY,JARVIS MUTUAL WATER SYSTEM,0,0,0,0,0,0,0,38,125,1,0,0,1,1508,0,0,0,2,0,0,0,0,2,1.333333333,37.0741486,-121.9608808,No,SANTA CRUZ,1,0,NotInCurtailedWatershed,1806,HUC8_Coast,18060015,HUC8_Coast,3,0-000,0-000,3-027,0-000,0-000,0-000,0,170.4857143,289.7983252,1,0.788,0.212,NotExpected,0.824,0.176,NotExpected,0.834,0.166,NotExpected,0.841,0.159,NotExpected,0.833,0.167,NotExpected
2184,CA4400613,LPA74 - SANTA CRUZ COUNTY,LAS COLINAS ROAD & WATER ASSN,0,0,0,0,0,0,0,24,70,1,0,0,1,1107,0,0,0,0,0,0,0,0,0,2,37.0044684,-121.8043228,No,SANTA CRUZ,1,0,NotInCurtailedWatershed,1806,HUC8_Coast,18060002,HUC8_Coast,3,0-000,0-000,3-002,0-000,0-000,0-000,0,170.4857143,88.78013944,1,0.782,0.218,NotExpected,0.816,0.184,NotExpected,0.813,0.187,NotExpected,0.814,0.186,NotExpected,0.825,0.175,NotExpected
2185,CA4400617,LPA74 - SANTA CRUZ COUNTY,SUMMIT WEST MUTUAL WATER CO.,0,0,0,0,0,0,0,142,468,0,0,0,0,1858,0,0,0,0,0,0,0,0,0,1,37.1038016,-121.9898283,No,SANTA CRUZ,0,0,NotInCurtailedWatershed,1806,HUC8_Coast,18060015,HUC8_Coast,3,0-000,0-000,3-002,0-000,0-000,0-000,1,170.4857143,289.7983252,1,0.765,0.235,NotExpected,0.767,0.233,NotExpected,0.785,0.215,NotExpected,0.776,0.224,NotExpected,0.773,0.227,NotExpected
2186,CA4400618,LPA74 - SANTA CRUZ COUNTY,RIDGE MUTUAL WATER COMPANY,0,0,0,0,0,0,0,76,240,0,0,0,0,1546,0,0,0,0,0,0,0,0,0,1,37.1427344,-121.9947845,No,SANTA CRUZ,0,0,NotInCurtailedWatershed,1806,HUC8_Coast,18060015,HUC8_Coast,FR,FR-999,0-000,0-000,0-000,0-000,0-000,1,170.4857143,289.7983252,1,0.704,0.296,NotExpected,0.71,0.29,NotExpected,0.696,0.304,NotExpected,0.704,0.296,NotExpected,0.68,0.32,NotExpected
