PWSID,Groundwater,Surface Water,Interties
CA3901484,1,0,0
CA3901485,1,0,0
CA3901486,1,0,0
CA3901487,1,0,0
CA3902109,1,0,0
CA3902136,1,0,0
CA3902172,1,0,0
CA3902180,3,0,0
CA3902181,2,0,0
CA3902182,1,0,0
CA3902183,1,0,0
CA3902184,1,0,0
CA3902187,1,0,0
CA3902189,1,0,0
CA3902190,1,0,0
CA3902191,1,0,0
CA3902194,1,0,0
CA3902206,1,0,0
CA3902207,1,0,0
CA3902210,1,0,0
CA3902211,1,0,0
CA3902212,2,0,0
CA3902213,1,0,0
CA3902215,1,0,0
CA3902217,1,0,0
CA3910001,26,1,1
CA3910002,0,1,1
CA3910003,3,0,0
CA3910004,27,1,0
CA3910005,17,1,1
CA3910006,5,2,0
CA3910007,5,0,0
CA3910008,4,0,0
CA3910009,2,0,0
CA3910010,0,1,1
CA3910011,9,3,2
CA3910012,15,3,1
CA3910014,2,0,0
CA3910015,5,1,1
CA3910017,5,0,0
CA3910018,2,0,0
CA3910019,4,0,0
CA3910020,2,0,0
CA3910022,0,1,0
CA3910023,2,0,0
CA3910024,2,0,0
CA3910025,2,1,1
CA3910027,0,1,0
CA3910300,2,0,0
CA3910301,1,0,0
CA3910302,1,1,1
CA3910701,2,0,0
CA3910702,3,0,0
CA3910803,0,1,1
CA4000200,3,0,0
CA4000202,3,0,0
CA4000203,6,0,0
CA4000205,3,0,0
CA4000206,5,0,0
CA4000208,1,0,0
CA4000209,1,0,0
CA4000210,1,0,0
CA4000211,1,0,0
CA4000213,1,0,0
CA4000214,3,0,0
CA4000216,1,0,0
CA4000219,1,0,0
CA4000221,1,0,0
CA4000222,0,1,1
CA4000224,1,0,0
CA4000225,3,0,0
CA4000226,1,0,0
CA4000230,0,1,1
CA4000501,1,0,0
CA4000502,1,0,0
CA4000503,1,0,0
CA4000504,1,0,0
CA4000505,1,0,0
CA4000506,2,0,0
CA4000507,3,0,0
CA4000523,3,0,0
CA4000554,3,0,0
CA4000555,1,0,0
CA4000563,1,0,0
CA4000568,3,0,0
CA4000587,1,0,0
CA4000589,1,2,0
CA4000590,0,1,0
CA4000598,1,0,0
CA4000604,1,0,0
CA4000620,2,0,0
CA4000623,1,0,0
CA4000629,1,0,0
CA4000631,1,0,0
CA4000635,1,0,0
CA4000637,2,0,0
CA4000639,1,0,0
CA4000640,6,0,0
CA4000642,1,0,0
CA4000644,1,0,0
CA4000648,1,0,0
CA4000649,3,0,0
CA4000650,3,0,0
CA4000652,0,1,0
CA4000653,3,0,0
CA4000654,2,0,0
CA4000655,1,0,0
CA4000656,1,0,0
CA4000658,1,0,0
CA4000659,4,0,0
CA4000660,5,0,0
CA4000661,1,0,0
CA4000664,1,0,0
CA4000670,3,0,0
CA4000671,1,0,0
CA4000675,1,0,0
CA4000678,2,0,0
CA4000684,1,3,0
CA4000689,2,0,0
CA4000692,1,0,0
CA4000693,2,0,0
CA4000694,1,0,0
CA4000698,1,0,0
CA4000699,1,0,0
CA4000700,2,0,0
CA4000701,4,0,0
CA4000702,1,0,0
CA4000705,2,0,0
CA4000707,1,0,0
CA4000708,2,0,0
CA4000714,1,0,0
CA4000716,2,1,1
CA4000722,0,1,1
CA4000725,1,0,0
CA4000730,1,0,0
CA4000732,1,0,0
CA4000733,1,0,0
CA4000734,1,0,0
CA4000737,1,0,0
CA4000740,1,0,0
CA4000741,2,0,0
CA4000744,5,0,0
CA4000747,1,0,0
CA4000749,2,0,0
CA4000750,2,0,0
CA4000752,1,0,0
CA4000753,1,0,0
CA4000757,1,0,0
CA4000765,2,0,0
CA4000766,1,0,0
CA4000768,1,0,0
CA4000770,1,0,0
CA4000771,2,0,0
CA4000772,1,0,0
CA4000774,2,0,0
CA4000775,1,0,0
CA4000777,3,0,0
CA4000778,1,0,0
CA4000780,2,0,0
CA4000781,2,0,0
CA4000788,2,0,0
CA4000789,3,0,0
CA4000790,1,0,0
CA4000800,0,1,1
CA4000802,2,0,0
CA4000803,2,0,0
CA4000805,2,0,0
CA4000806,1,0,0
CA4000808,2,0,0
CA4000809,1,0,0
CA4000815,2,0,0
CA4000817,3,0,0
CA4000818,2,0,0
CA4000819,1,0,0
CA4000823,1,0,0
CA4000824,1,0,0
CA4000825,3,0,0
CA4000829,1,0,0
CA4000830,1,0,0
CA4000831,1,0,0
CA4000832,1,0,0
CA4000834,3,0,0
CA4000835,2,0,0
CA4000837,1,0,0
CA4000838,1,0,0
CA4000839,1,0,0
CA4000841,1,0,0
CA4000843,1,0,0
CA4000844,1,0,0
CA4000845,1,0,0
CA4000846,1,0,0
CA4010001,8,1,1
CA4010002,16,1,1
CA4010003,3,1,1
CA4010004,4,2,1
CA4010005,2,2,2
CA4010006,0,2,1
CA4010007,18,2,1
CA4010008,2,2,2
CA4010009,1,4,1
CA4010010,3,0,0
CA4010011,8,1,1
CA4010012,0,1,0
CA4010014,2,3,0
CA4010015,1,2,1
CA4010016,8,0,1
CA4010017,6,0,0
CA4010018,5,0,0
CA4010019,11,0,0
CA4010022,0,4,1
CA4010023,2,0,0
CA4010024,3,0,1
CA4010025,1,1,0
CA4010026,4,1,1
CA4010027,0,1,0
CA4010028,2,1,1
CA4010030,0,1,1
CA4010040,9,0,0
CA4010080,0,1,0
CA4010081,3,0,0
CA4010300,0,1,0
CA4010301,1,0,0
CA4010305,2,1,0
CA4010830,0,4,1
CA4010832,5,0,1
CA4010900,1,0,0
CA4010901,0,1,1
CA4100502,0,1,0
CA4100503,0,1,0
CA4100509,0,1,0
CA4100510,1,1,0
CA4100512,0,1,0
CA4100513,1,0,0
CA4100515,0,1,0
CA4100522,0,2,0
CA4100523,0,1,0
CA4100527,0,1,0
CA4100529,0,1,0
CA4100533,3,3,1
CA4100536,1,1,0
CA4100538,2,0,0
CA4100539,0,2,1
CA4100540,1,0,0
CA4100551,1,0,0
CA4100552,1,0,0
CA4100553,1,0,0
CA4100555,1,0,0
CA4100559,1,0,0
CA4100560,1,0,0
CA4100566,1,0,0
CA4100575,1,0,0
CA4100582,3,0,0
CA4100583,1,0,0
CA4100603,1,0,0
CA4100605,1,0,0
CA4100607,1,0,0
CA4110001,0,5,5
CA4110002,0,3,3
CA4110003,0,6,6
CA4110005,0,2,2
CA4110006,0,10,8
CA4110007,0,10,10
CA4110008,0,4,4
CA4110009,6,10,10
CA4110010,12,2,0
CA4110011,2,10,0
CA4110012,1,3,0
CA4110013,5,17,17
CA4110016,0,10,10
CA4110017,1,5,5
CA4110018,0,5,5
CA4110019,2,2,2
CA4110020,3,0,0
CA4110021,0,1,1
CA4110022,0,17,17
CA4110023,4,1,1
CA4110024,1,3,3
CA4110025,0,6,6
CA4110027,0,3,3
CA4110029,0,1,0
CA4200505,1,0,0
CA4200511,2,0,0
CA4200514,1,0,0
CA4200531,3,0,0
CA4200539,0,1,0
CA4200543,1,0,0
CA4200556,1,0,0
CA4200560,2,0,0
CA4200562,1,0,0
CA4200572,1,0,0
CA4200577,0,3,0
CA4200578,1,0,0
CA4200579,1,0,0
CA4200580,2,1,0
CA4200612,3,0,0
CA4200616,2,0,0
CA4200618,2,0,0
CA4200619,3,0,0
CA4200626,1,0,0
CA4200630,2,0,0
CA4200631,1,0,0
CA4200633,1,0,0
CA4200634,1,0,0
CA4200639,1,0,0
CA4200644,2,0,0
CA4200666,1,0,0
CA4200678,3,0,0
CA4200691,1,0,0
CA4200693,2,0,0
CA4200702,2,0,0
CA4200703,8,0,0
CA4200714,4,0,0
CA4200717,2,0,0
CA4200718,1,0,0
CA4200721,0,1,0
CA4200725,0,1,0
CA4200731,3,0,0
CA4200733,2,0,0
CA4200741,2,0,0
CA4200743,2,0,0
CA4200747,3,0,0
CA4200800,2,0,0
CA4200802,2,0,0
CA4200804,4,0,0
CA4200807,5,0,0
CA4200814,1,0,0
CA4200818,0,1,0
CA4200822,2,0,0
CA4200824,2,0,0
CA4200826,1,1,0
CA4200827,1,0,0
CA4200830,0,1,0
CA4200832,1,0,0
CA4200833,1,0,0
CA4200837,3,0,0
CA4200842,1,0,0
CA4200846,2,0,0
CA4200848,1,0,0
CA4200851,1,0,0
CA4200854,10,0,0
CA4200856,1,0,0
CA4200862,2,0,0
CA4200865,1,0,0
CA4200866,1,0,0
CA4200867,1,0,0
CA4200870,2,0,1
CA4200872,1,0,0
CA4200876,1,0,0
CA4200877,1,0,0
CA4200879,1,0,0
CA4200881,4,0,0
CA4200882,1,0,0
CA4200885,2,0,0
CA4200886,1,0,0
CA4200891,2,0,0
CA4200895,1,0,0
CA4200897,2,0,0
CA4200902,1,0,0
CA4200905,1,0,0
CA4200907,1,0,0
CA4200911,0,1,0
CA4200915,1,0,0
CA4200918,2,0,0
CA4200919,2,0,0
CA4200924,2,0,0
CA4200925,1,0,0
CA4200928,1,0,0
CA4200930,1,0,0
CA4200931,1,0,0
CA4200933,1,0,0
CA4200934,1,0,0
CA4200936,2,0,0
CA4200938,3,0,0
CA4200939,1,0,0
CA4200941,1,0,0
CA4200942,1,0,0
CA4200943,1,0,0
CA4200944,1,0,0
CA4200946,1,0,0
CA4200947,1,0,0
CA4200948,1,0,0
CA4200949,1,0,0
CA4200950,1,0,0
CA4200951,1,0,0
CA4200952,2,0,0
CA4200957,1,0,0
CA4200960,0,1,0
CA4200961,2,0,0
CA4200962,2,0,0
CA4200963,1,0,0
CA4200964,1,0,0
CA4200965,2,0,0
CA4200967,1,0,0
CA4200969,1,0,0
CA4200970,1,0,0
CA4200971,1,0,0
CA4200972,1,0,0
CA4200973,1,0,0
CA4200974,1,0,0
CA4200976,1,0,0
CA4200977,3,0,0
CA4200978,1,0,0
CA4200979,1,0,0
CA4210001,3,3,3
CA4210002,4,0,0
CA4210003,2,1,1
CA4210004,9,3,1
CA4210005,2,0,0
CA4210006,10,1,1
CA4210007,5,8,3
CA4210009,1,0,0
CA4210010,8,7,1
CA4210011,6,1,1
CA4210013,6,1,1
CA4210016,13,1,1
CA4210017,3,0,0
CA4210018,4,1,1
CA4210019,3,0,0
CA4210020,17,1,1
CA4210021,1,1,1
CA4210022,2,0,0
CA4210024,6,1,1
CA4210028,0,1,1
CA4210030,0,1,0
CA4210303,1,0,0
CA4210304,3,0,0
CA4210305,0,1,0
CA4210700,4,1,1
CA4210900,0,1,1
CA4300516,0,1,0
CA4300517,0,3,1
CA4300520,0,1,0
CA4300521,0,1,1
CA4300522,0,2,0
CA4300525,2,0,0
CA4300526,0,1,1
CA4300542,1,0,0
CA4300543,3,0,0
CA4300545,0,1,1
CA4300546,0,1,1
CA4300550,0,1,1
CA4300551,1,0,0
CA4300560,1,0,0
CA4300562,0,1,1
CA4300563,0,1,1
CA4300567,2,0,0
CA4300571,1,0,0
CA4300573,2,0,0
CA4300575,5,0,0
CA4300577,3,0,0
CA4300578,1,0,0
CA4300593,1,0,0
CA4300596,1,0,0
CA4300602,1,0,0
CA4300603,1,0,0
CA4300605,1,0,0
CA4300608,1,0,0
CA4300610,1,0,0
CA4300611,2,0,0
CA4300612,2,0,0
CA4300614,1,0,0
CA4300615,1,0,0
CA4300616,1,0,0
CA4300630,1,0,0
CA4300637,3,0,0
CA4300638,2,0,0
CA4300716,0,2,0
CA4300721,3,0,0
CA4300737,1,0,0
CA4300740,1,1,1
CA4300741,0,1,1
CA4300748,1,0,0
CA4300760,3,0,1
CA4300763,2,0,0
CA4300764,1,0,0
CA4300766,0,1,0
CA4300770,5,0,0
CA4300771,3,0,0
CA4300779,1,0,0
CA4300783,1,0,0
CA4300791,6,0,0
CA4300792,1,0,0
CA4300808,1,1,1
CA4300814,1,0,0
CA4300815,1,0,0
CA4300816,1,2,2
CA4300831,0,1,1
CA4300832,1,0,0
CA4300833,1,1,1
CA4300834,0,1,0
CA4300839,1,0,0
CA4300851,1,0,0
CA4300856,0,1,1
CA4300859,2,0,0
CA4300909,0,2,0
CA4300912,1,0,0
CA4300924,1,0,0
CA4300929,1,0,1
CA4300937,1,0,0
CA4300939,1,0,0
CA4300941,2,0,0
CA4300948,1,0,0
CA4300949,1,0,0
CA4300951,1,0,0
CA4300957,3,0,0
CA4300964,1,0,0
CA4300967,1,0,0
CA4300971,1,0,0
CA4300976,1,0,0
CA4300978,0,1,1
CA4300979,2,0,0
CA4300983,1,0,0
CA4300986,1,1,1
CA4300987,1,0,0
CA4300988,2,0,0
CA4300989,1,0,0
CA4300991,1,0,0
CA4300992,2,0,0
CA4300993,1,0,0
CA4300994,1,0,0
CA4300996,1,0,0
CA4300997,0,3,3
CA4300998,1,0,0
CA4300999,1,0,0
CA4301003,1,0,0
CA4301004,2,0,0
CA4301006,1,0,0
CA4301011,1,0,0
CA4301013,3,0,0
CA4301014,1,0,0
CA4310001,20,4,4
CA4310004,9,0,0
CA4310005,1,5,5
CA4310006,16,0,0
CA4310007,4,10,10
CA4310009,8,12,12
CA4310011,89,18,17
CA4310012,20,3,3
CA4310013,4,5,5
CA4310014,7,13,13
CA4310018,2,5,5
CA4310019,4,2,2
CA4310020,10,3,3
CA4310021,0,3,3
CA4310022,23,0,0
CA4310027,3,8,1
CA4310028,5,0,5
CA4310300,1,0,0
CA4400502,4,0,0
CA4400505,2,0,0
CA4400517,1,0,0
CA4400526,0,1,1
CA4400528,0,1,0
CA4400530,1,0,0
CA4400543,1,0,0
CA4400557,1,0,0
CA4400558,3,0,0
CA4400559,0,1,0
CA4400570,0,1,1
CA4400571,0,2,0
CA4400572,2,0,0
CA4400582,1,0,0
CA4400585,1,0,0
CA4400595,0,2,1
CA4400597,1,0,0
CA4400598,3,0,1
CA4400599,0,1,1
CA4400604,2,0,1
CA4400605,2,0,0
CA4400608,1,1,2
CA4400611,1,0,0
CA4400613,1,0,0
CA4400617,0,1,1
CA4400618,0,1,1
CA4400619,1,0,0
CA4400621,0,1,0
CA4400624,2,0,0
CA4400625,2,0,0
CA4400631,4,3,0
CA4400634,1,0,0
CA4400642,1,2,0
CA4400645,1,0,0
CA4400652,2,0,0
CA4400660,1,0,0
CA4400662,1,0,0
CA4400664,1,0,0
CA4400665,2,0,0
CA4400667,1,0,0
CA4400668,3,0,0
CA4400684,1,0,0
CA4400692,1,0,0
CA4400701,1,1,0
CA4400704,1,0,0
CA4400705,2,0,0
CA4400709,3,0,0
CA4400710,1,0,0
CA4400711,1,0,0
CA4400715,0,1,0
CA4400717,1,0,0
CA4400723,2,0,0
CA4400725,2,0,0
CA4400726,1,0,0
CA4400750,2,0,1
CA4400751,1,0,0
CA4400753,3,0,1
CA4400754,2,0,0
CA4400755,2,0,0
CA4400756,1,0,0
CA4400757,1,0,0
CA4400758,1,0,0
CA4400762,1,0,0
CA4400763,1,0,0
CA4400764,7,0,0
CA4400774,1,0,0
CA4400800,1,0,0
CA4400801,0,1,0
CA4400823,1,0,0
CA4400825,1,0,0
CA4400850,1,0,0
CA4400851,2,0,0
CA4400875,2,0,0
CA4400902,1,0,0
CA4400903,1,0,0
CA4400904,1,0,0
CA4400905,1,0,0
CA4400906,1,0,0
CA4400907,1,0,0
CA4400908,1,0,0
CA4400912,0,1,1
CA4400913,1,0,0
CA4410001,1,0,0
CA4410002,1,4,1
CA4410008,4,0,1
CA4410010,5,9,1
CA4410011,14,2,0
CA4410013,6,0,0
CA4410014,7,5,1
CA4410016,9,1,0
CA4410017,18,1,1
CA4410018,3,0,0
CA4410304,1,0,0
CA4410306,1,0,0
CA4410308,1,0,0
CA4410800,2,0,0
CA4500003,1,0,0
CA4500006,2,1,0
CA4500007,2,0,0
CA4500008,1,0,0
CA4500009,1,0,0
CA4500011,1,0,0
CA4500012,1,0,0
CA4500013,2,0,0
CA4500014,0,1,0
CA4500015,0,1,0
CA4500016,1,0,0
CA4500017,2,0,0
CA4500018,1,0,0
CA4500020,2,0,0
CA4500022,0,1,0
CA4500023,0,1,0
CA4500024,1,0,0
CA4500027,1,0,0
CA4500028,0,1,0
CA4500030,1,0,0
CA4500035,2,0,1
CA4500036,1,0,0
CA4500037,2,0,0
CA4500038,1,0,0
CA4500039,0,1,0
CA4500041,2,0,0
CA4500053,3,0,0
CA4500054,1,0,0
CA4500058,1,0,0
CA4500061,1,0,0
CA4500062,1,0,0
CA4500063,1,0,0
CA4500066,2,0,0
CA4500069,1,0,0
CA4500071,1,0,0
CA4500072,0,1,0
CA4500074,1,0,0
CA4500078,1,0,0
CA4500080,1,0,0
CA4500081,2,0,0
CA4500082,1,0,0
CA4500083,1,0,0
CA4500085,1,0,0
CA4500086,1,0,0
CA4500089,1,0,0
CA4500090,1,0,0
CA4500091,2,0,0
CA4500092,1,0,0
CA4500093,2,0,0
CA4500094,2,0,0
CA4500097,1,0,0
CA4500098,1,0,0
CA4500099,1,0,0
CA4500101,2,0,0
CA4500102,2,0,0
CA4500104,1,0,0
CA4500105,1,0,0
CA4500106,1,0,0
CA4500107,2,0,0
CA4500110,1,0,0
CA4500113,1,0,0
CA4500120,1,0,0
CA4500140,1,0,0
CA4500142,1,0,0
CA4500143,1,0,0
CA4500149,1,0,0
CA4500153,1,0,0
CA4500160,1,0,0
CA4500161,1,0,0
CA4500163,2,0,0
CA4500167,1,0,0
CA4500169,1,0,0
CA4500170,1,0,0
CA4500173,2,0,0
CA4500178,1,0,0
CA4500180,1,0,0
CA4500181,2,0,0
CA4500183,1,0,0
CA4500184,1,0,0
CA4500185,2,0,0
CA4500186,1,0,0
CA4500190,1,0,0
CA4500191,3,0,0
CA4500192,1,0,0
CA4500193,1,0,0
CA4500194,1,0,0
CA4500195,2,0,0
CA4500200,1,0,0
CA4500203,1,0,0
CA4500204,2,0,0
CA4500208,1,0,0
CA4500210,0,3,0
CA4500213,1,0,0
CA4500214,1,0,0
CA4500215,1,0,0
CA4500216,1,0,0
CA4500217,1,0,0
CA4500219,2,0,0
CA4500220,1,0,0
CA4500221,1,0,0
CA4500224,1,0,0
CA4500226,1,0,0
CA4500230,1,0,0
CA4500231,1,0,0
CA4500235,3,0,0
CA4500237,0,1,0
CA4500241,1,0,0
CA4500242,1,0,0
CA4500243,1,0,0
CA4500244,1,0,0
CA4500245,1,0,0
CA4500246,2,0,0
CA4500247,1,0,0
CA4500248,1,0,0
CA4500254,1,0,0
CA4500255,1,0,0
CA4500256,1,0,0
CA4500258,1,0,0
CA4500259,1,0,0
CA4500260,1,0,0
CA4500261,1,0,0
CA4500262,1,0,0
CA4500265,1,0,0
CA4500271,1,0,0
CA4500274,1,0,0
CA4500277,1,0,0
CA4500283,1,0,0
CA4500284,1,0,0
CA4500285,1,0,0
CA4500289,1,0,0
CA4500290,1,0,0
CA4500291,2,0,0
CA4500293,1,0,0
CA4500294,1,0,0
CA4500302,1,0,0
CA4500303,1,0,0
CA4500306,1,0,0
CA4500309,1,0,0
CA4500310,1,0,0
CA4500313,1,0,0
CA4500314,1,0,0
CA4500315,1,0,0
CA4500316,2,0,0
CA4500317,0,1,0
CA4500320,1,0,0
CA4500322,1,0,0
CA4500324,1,0,0
CA4500325,1,0,0
CA4500327,1,0,0
CA4500328,1,0,0
CA4500329,1,0,0
CA4500331,1,0,0
CA4500333,1,0,0
CA4500334,1,0,0
CA4500337,1,0,0
CA4500339,1,0,0
CA4500341,1,0,0
CA4500343,1,0,0
CA4500344,1,0,0
CA4500345,1,0,0
CA4500346,1,0,0
CA4500347,1,0,0
CA4500349,1,0,0
CA4500350,1,0,0
CA4500351,1,0,0
CA4510001,9,0,0
CA4510002,3,1,0
CA4510003,3,0,0
CA4510004,0,1,0
CA4510005,17,2,0
CA4510006,0,1,0
CA4510007,5,0,0
CA4510008,2,0,0
CA4510009,4,0,0
CA4510011,0,1,1
CA4510013,0,1,0
CA4510014,5,1,0
CA4510015,2,0,0
CA4510016,3,1,0
CA4510302,1,0,0
CA4510303,3,0,0
CA4510503,0,1,0
CA4510504,1,0,0
CA4510505,2,0,0
CA4510506,0,1,0
CA4510507,1,0,0
CA4510508,1,0,0
CA4510800,1,0,0
CA4600003,1,0,0
CA4600005,1,0,0
CA4600009,3,0,0
CA4600012,2,0,0
CA4600017,2,0,0
CA4600018,1,0,0
CA4600019,2,0,0
CA4600037,1,0,0
CA4600051,1,0,0
CA4600056,1,0,0
CA4600061,1,0,0
CA4600062,1,0,0
CA4600064,1,0,0
CA4600066,1,0,0
CA4600068,1,0,0
CA4600069,1,0,0
CA4600071,1,0,0
CA4600072,1,0,0
CA4600075,1,0,0
CA4600078,1,0,0
CA4600079,1,0,0
CA4600080,1,0,0
CA4600081,1,0,0
CA4600082,1,0,0
CA4600084,1,0,0
CA4600086,1,0,0
CA4600094,0,1,0
CA4600096,1,0,0
CA4600098,1,0,0
CA4600103,1,0,0
CA4610001,2,0,0
CA4610002,0,1,0
CA4700501,0,2,0
CA4700503,0,1,0
CA4700513,4,0,0
CA4700521,2,0,1
CA4700523,1,0,0
CA4700528,2,0,0
CA4700531,1,0,0
CA4700541,2,0,0
CA4700542,2,0,0
CA4700545,1,0,0
CA4700546,1,0,0
CA4700549,2,0,0
CA4700551,2,0,0
CA4700554,0,2,0
CA4700557,2,0,0
CA4700558,1,0,0
CA4700559,1,0,0
CA4700562,1,0,0
CA4700565,1,0,0
CA4700569,1,0,0
CA4700571,1,0,0
CA4700573,1,0,0
CA4700577,1,0,0
CA4700582,1,0,0
CA4700585,1,0,0
CA4700591,1,0,0
CA4700593,2,0,0
CA4700594,1,0,0
CA4700597,1,0,0
CA4700601,1,0,0
CA4700603,1,0,0
CA4700612,1,0,0
CA4700626,1,0,0
CA4700627,1,0,0
CA4700630,1,0,0
CA4700638,1,0,0
CA4700663,1,0,0
CA4700666,2,0,0
CA4700669,3,0,0
CA4700686,1,0,0
CA4700702,1,0,0
CA4700705,1,0,0
CA4700722,1,0,0
CA4700803,3,0,0
CA4700807,3,0,0
CA4700814,1,0,0
CA4700825,2,0,0
CA4700839,2,0,0
CA4700863,1,0,0
CA4700870,1,0,0
CA4700872,2,0,0
CA4700875,1,0,0
CA4700880,3,0,0
CA4700881,1,0,0
CA4700884,2,0,0
CA4700891,1,0,0
CA4700894,1,0,0
CA4710001,2,0,0
CA4710002,1,0,0
CA4710003,1,0,0
CA4710004,0,2,0
CA4710006,3,0,0
CA4710007,0,3,0
CA4710008,3,0,0
CA4710009,4,0,0
CA4710010,2,0,0
CA4710011,1,2,0
CA4710012,0,2,0
CA4710013,3,0,0
CA4710500,1,0,0
CA4710800,2,0,0
CA4800511,1,0,0
CA4800527,2,0,0
CA4800531,1,0,0
CA4800558,1,0,0
CA4800561,2,0,0
CA4800564,3,0,0
CA4800589,1,0,0
CA4800595,2,0,0
CA4800596,1,0,0
CA4800612,1,0,0
CA4800615,2,0,0
CA4800651,2,0,0
CA4800695,0,1,0
CA4800709,1,0,0
CA4800727,1,0,0
CA4800732,1,0,0
CA4800753,2,0,0
CA4800755,1,0,0
CA4800767,1,0,0
CA4800773,1,0,0
CA4800781,1,0,0
CA4800784,1,0,0
CA4800786,1,0,0
CA4800797,1,0,0
CA4800801,2,0,0
CA4800804,2,0,0
CA4800807,1,0,0
CA4800809,1,0,0
CA4800812,1,0,0
CA4800818,1,0,0
CA4800820,1,0,0
CA4800826,1,0,0
CA4810001,0,5,0
CA4810002,9,0,0
CA4810003,0,3,0
CA4810004,7,0,0
CA4810005,0,4,0
CA4810007,0,8,0
CA4810008,14,4,1
CA4810009,5,0,0
CA4810010,0,4,0
CA4810011,1,0,0
CA4810012,1,0,0
CA4810013,2,0,0
CA4810015,0,4,0
CA4810017,2,0,0
CA4810019,1,0,0
CA4810020,1,0,0
CA4810021,0,5,0
CA4810023,1,0,0
CA4810024,0,1,1
CA4810025,0,3,0
CA4810026,0,1,1
CA4810030,1,0,0
CA4810033,1,0,0
CA4810034,1,0,0
CA4810035,1,0,0
CA4810036,1,0,0
CA4810038,3,0,0
CA4810040,2,0,0
CA4810042,1,0,0
CA4810043,1,0,0
CA4810701,5,1,1
CA4810800,0,5,1
CA4810801,1,0,0
CA4900508,4,1,0
CA4900510,1,0,0
CA4900512,1,0,0
CA4900513,2,0,0
CA4900514,1,0,1
CA4900521,2,0,0
CA4900532,0,1,0
CA4900533,1,0,0
CA4900536,1,0,0
CA4900543,1,1,0
CA4900545,3,0,0
CA4900546,2,0,0
CA4900547,1,0,0
CA4900548,2,0,0
CA4900549,2,2,0
CA4900551,1,0,0
CA4900552,2,0,0
CA4900553,2,0,0
CA4900558,2,0,0
CA4900559,2,0,0
CA4900560,2,0,0
CA4900561,2,0,0
CA4900562,4,0,0
CA4900563,3,0,0
CA4900568,3,0,0
CA4900570,1,0,0
CA4900573,1,0,0
CA4900575,2,0,0
CA4900577,2,1,0
CA4900578,0,2,0
CA4900580,2,0,0
CA4900584,1,1,0
CA4900585,2,0,0
CA4900587,1,0,0
CA4900588,1,0,1
CA4900599,2,0,1
CA4900600,2,0,0
CA4900603,2,0,0
CA4900605,1,0,0
CA4900608,1,0,0
CA4900611,1,0,0
CA4900612,3,0,0
CA4900620,1,0,0
CA4900630,2,0,0
CA4900634,1,0,0
CA4900637,1,0,0
CA4900639,1,0,0
CA4900640,0,1,0
CA4900641,2,0,0
CA4900644,0,2,0
CA4900646,2,0,0
CA4900647,1,10,0
CA4900653,1,0,0
CA4900660,3,0,0
CA4900665,1,0,0
CA4900667,3,0,0
CA4900669,1,0,0
CA4900673,2,0,0
CA4900674,1,0,0
CA4900675,2,0,0
CA4900679,1,0,0
CA4900680,0,1,0
CA4900687,5,0,2
CA4900693,1,0,0
CA4900694,1,0,0
CA4900695,1,0,0
CA4900699,1,0,0
CA4900703,2,0,0
CA4900704,1,0,0
CA4900705,1,0,0
CA4900707,1,0,0
CA4900708,1,0,0
CA4900710,1,0,0
CA4900711,1,0,0
CA4900714,1,0,0
CA4900716,1,0,0
CA4900719,1,0,0
CA4900720,1,0,0
CA4900721,2,0,0
CA4900723,1,0,0
CA4900728,1,0,0
CA4900736,1,0,0
CA4900739,1,0,0
CA4900785,0,1,0
CA4900787,2,0,0
CA4900789,1,0,0
CA4900791,2,0,0
CA4900792,2,0,0
CA4900793,2,0,0
CA4900794,1,0,0
CA4900795,1,0,0
CA4900796,3,0,0
CA4900797,1,0,0
CA4900798,1,0,0
CA4900799,2,0,0
CA4900812,1,0,0
CA4900817,1,0,0
CA4900832,3,0,0
CA4900843,4,0,0
CA4900844,2,0,0
CA4900846,2,0,0
CA4900847,1,0,0
CA4900850,2,1,0
CA4900859,2,0,0
CA4900871,1,0,0
CA4900875,1,0,0
CA4900878,1,0,0
CA4900892,1,0,0
CA4900893,1,0,0
CA4900897,2,0,0
CA4900901,2,0,1
CA4900904,1,0,0
CA4900905,2,0,0
CA4900907,1,0,0
CA4900909,1,0,0
CA4900913,1,0,0
CA4900925,2,0,0
CA4900935,2,0,0
CA4900943,2,0,0
CA4900945,1,0,0
CA4900957,2,0,0
CA4900973,2,0,0
CA4900999,3,0,0
CA4901004,1,0,0
CA4901018,1,0,0
CA4901028,2,0,0
CA4901030,2,2,0
CA4901046,2,0,1
CA4901061,1,0,0
CA4901062,2,0,0
CA4901068,1,0,0
CA4901071,2,0,0
CA4901080,5,1,0
CA4901084,2,0,0
CA4901095,0,1,0
CA4901118,1,0,0
CA4901119,1,0,0
CA4901129,1,0,0
CA4901130,1,0,0
CA4901141,1,0,0
CA4901143,1,0,0
CA4901144,2,0,0
CA4901147,1,0,0
CA4901152,2,0,0
CA4901156,1,0,0
CA4901161,1,0,0
CA4901162,0,1,0
CA4901168,1,0,0
CA4901179,1,0,0
CA4901190,1,0,0
CA4901201,1,0,0
CA4901202,1,0,0
CA4901203,2,2,0
CA4901204,1,0,0
CA4901212,1,0,0
CA4901213,1,0,0
CA4901214,1,0,0
CA4901215,1,0,0
CA4901218,1,0,0
CA4901221,1,0,0
CA4901225,1,0,0
CA4901227,1,0,0
CA4901232,1,0,0
CA4901236,1,0,0
