ServiceConnections,Population,Score_SourceNumber,Score_SourceCapacityViolations,Score_SCM,Score_CriticallyOverdraftedGroundwaterBasin,CDAG_rank,Curtailment,Score_1702,Score_1705,Score_1706,Score_1812,Score_1813,Score_1814,Score_1815,EAR2020DroughtRiskScore,SAFER_AccessibilityScore,Lat,Long,County,DSCI2WYAvg,ActiveGWSource,ActiveSWSource,CurtailedWatershed,HUC4,HUC8,Basin_Number_part1,FracturedRock,Basin12,Basin34,Basin5,Basin6,Basin789,Intertie,TNCFlow2WYAvg,DroughtExperienced
290,877,0,No,No,No,-1,No,0,0,0,0,0,1,0,1,0.333333333,35.7635536,-118.4234525,KERN,175.8952381,4,0,NotInCurtailedWatershed,18-03,18-030001,5,0-000,0-000,0-000,5-025,0-000,0-000,No,379.9561323,0
59,195,0.5,No,No,Yes,982,No,0,0,0,0,0,0,0,0,1,35.367329,-119.1489323,KERN,175.8952381,2,0,NotInCurtailedWatershed,18-03,18-030012,5,0-000,0-000,0-000,5-022,0-000,0-000,No,635.6508214,0
28,60,0.5,No,No,No,1392,No,0,0,0,0,0,0,0,0,0.333333333,34.8275555,-118.1660832,KERN,175.8952381,2,0,NotInCurtailedWatershed,18-09,18-090206,6,0-000,0-000,0-000,0-000,6-044,0-000,No,17.72304317,0
27,89,0.5,No,No,No,1061,No,0,0,0,0,0,0,0,0,0.333333333,35.1420968,-118.6313788,KERN,175.8952381,2,0,NotInCurtailedWatershed,18-03,18-030003,5,0-000,0-000,0-000,5-080,0-000,0-000,No,360.9974327,0
80,200,0.5,No,No,Yes,940,No,0,0,0,0,0,0,0,0,1,35.2504408,-118.9624619,KERN,175.8952381,2,0,NotInCurtailedWatershed,18-03,18-030003,5,0-000,0-000,0-000,5-022,0-000,0-000,No,360.9974327,0
20,66,1,No,No,Yes,1062,No,0,0,0,0,0,0,0,0,2,35.38,-118.95,KERN,175.8952381,1,0,NotInCurtailedWatershed,18-03,18-030003,5,0-000,0-000,0-000,5-022,0-000,0-000,No,360.9974327,0
32,105,1,No,No,Yes,637,No,0,0,0,0,0,0,0,0,2,35.3734151,-119.1274334,KERN,175.8952381,1,0,NotInCurtailedWatershed,18-03,18-030012,5,0-000,0-000,0-000,5-022,0-000,0-000,No,635.6508214,0
13,30,0.5,No,No,No,721,No,0,0,0,0,0,0,0,0,0.333333333,34.9880446,-118.9089981,KERN,175.8952381,2,0,NotInCurtailedWatershed,18-03,18-030003,5,0-000,0-000,0-000,5-022,0-000,0-000,No,360.9974327,0
5,38,1,No,No,Yes,633,No,0,0,0,0,0,0,0,0,2,35.7643188,-119.2857805,KERN,175.8952381,1,0,NotInCurtailedWatershed,18-03,18-030005,5,0-000,0-000,0-000,5-022,0-000,0-000,No,8.547416833,0
71,120,0,No,No,No,1380,No,0,0,0,0,0,0,0,0,0.333333333,35.6370824,-118.3354535,KERN,175.8952381,4,0,NotInCurtailedWatershed,18-03,18-030002,5,0-000,0-000,0-000,5-025,0-000,0-000,No,384.3315985,0
55,200,0,No,No,Yes,2167,No,0,0,0,0,0,0,0,0,0.666666667,35.55,-118.92,KERN,175.8952381,1,0,NotInCurtailedWatershed,18-03,18-030004,5,0-000,0-000,0-000,5-022,0-000,0-000,Yes,27.91171424,0
39,109,1,No,No,No,1077,No,0,0,0,0,0,0,0,0,1.333333333,35.1850287,-118.3365494,KERN,175.8952381,1,0,NotInCurtailedWatershed,18-09,18-090206,FR,FR-999,0-000,0-000,0-000,0-000,0-000,No,17.72304317,0
104,275,1,No,No,No,512,No,0,0,0,0,0,0,0,0,1.5,35.1239031,-118.3887577,KERN,175.8952381,1,0,NotInCurtailedWatershed,18-09,18-090206,6,0-000,0-000,0-000,0-000,6-045,0-000,No,17.72304317,0
16,60,1,No,No,Yes,813,No,0,0,0,0,1,0,0,1,2,35.3674019,-119.182967,KERN,175.8952381,1,0,NotInCurtailedWatershed,18-03,18-030012,5,0-000,0-000,0-000,5-022,0-000,0-000,No,635.6508214,0
89,365,0.5,No,No,Yes,1657,No,0,0,0,0,0,0,0,0,1,35.3846174,-119.257343,KERN,175.8952381,2,0,NotInCurtailedWatershed,18-03,18-030012,5,0-000,0-000,0-000,5-022,0-000,0-000,No,635.6508214,0
49,138,0,No,No,Yes,2281,No,0,0,0,0,0,0,0,0,0.666666667,35.3586187,-119.1819905,KERN,175.8952381,2,0,NotInCurtailedWatershed,18-03,18-030012,5,0-000,0-000,0-000,5-022,0-000,0-000,Yes,635.6508214,0
41,70,0.5,No,No,Yes,-1,No,0,0,0,0,1,1,0,2,1,35.6869528,-117.8302251,KERN,175.8952381,2,0,NotInCurtailedWatershed,18-09,18-090205,6,0-000,0-000,0-000,0-000,6-054,0-000,No,293.9692012,0
24,62,0.5,No,No,Yes,979,No,0,0,0,0,0,0,0,0,1,35.378843,-119.0225796,KERN,175.8952381,2,0,NotInCurtailedWatershed,18-03,18-030003,FR-5,FR-999,0-000,0-000,5-022,0-000,0-000,No,360.9974327,0
28,87,0.5,No,No,Yes,1861,No,0,0,0,0,0,0,0,0,1,35.6420211,-117.8059704,KERN,175.8952381,2,0,NotInCurtailedWatershed,18-09,18-090205,6,0-000,0-000,0-000,0-000,6-054,0-000,No,293.9692012,0
51,200,1,No,No,Yes,371,No,0,0,0,0,0,0,0,0,2.166666667,35.3847738,-119.200361,KERN,175.8952381,1,0,NotInCurtailedWatershed,18-03,18-030012,5,0-000,0-000,0-000,5-022,0-000,0-000,No,635.6508214,0
28,56,0.5,No,No,No,1323,No,0,0,0,0,0,0,0,0,0.333333333,35.254494,-118.616679,KERN,175.8952381,2,0,NotInCurtailedWatershed,18-03,18-030003,FR,FR-999,0-000,0-000,0-000,0-000,0-000,No,360.9974327,0
95,393,1,No,No,Yes,498,No,0,0,0,0,0,0,0,0,2.166666667,35.3734151,-119.1274334,KERN,175.8952381,1,0,NotInCurtailedWatershed,18-03,18-030012,5,0-000,0-000,0-000,5-022,0-000,0-000,No,635.6508214,0
15,42,1,No,No,Yes,788,No,0,0,0,0,1,0,0,1,2,35.3678494,-119.1993393,KERN,175.8952381,1,0,NotInCurtailedWatershed,18-03,18-030012,5,0-000,0-000,0-000,5-022,0-000,0-000,No,635.6508214,0
18,50,0.5,No,No,Yes,1694,No,0,0,0,0,0,0,0,0,1,35.43456,-118.9397411,KERN,175.8952381,2,0,NotInCurtailedWatershed,18-03,18-030003,5,0-000,0-000,0-000,5-022,0-000,0-000,No,360.9974327,0
60,198,0.5,No,No,Yes,-1,No,0,0,0,0,0,0,0,0,1,35.6430435,-117.7680538,KERN,175.8952381,2,0,NotInCurtailedWatershed,18-09,18-090205,6,0-000,0-000,0-000,0-000,6-054,0-000,No,293.9692012,0
12,25,1,No,No,Yes,829,No,0,2,2,1,1,0,0,6,2,35.6486703,-117.7478516,KERN,175.8952381,1,0,NotInCurtailedWatershed,18-09,18-090205,6,0-000,0-000,0-000,0-000,6-054,0-000,No,293.9692012,0
13,26,0.5,No,No,No,-1,No,0,0,0,0,0,0,0,0,1.333333333,35.7029972,-118.8337127,KERN,175.8952381,0,0,NotInCurtailedWatershed,18-03,18-030005,FR,FR-999,0-000,0-000,0-000,0-000,0-000,No,8.547416833,1
50,94,0,No,No,No,-1,No,0,0,0,0,1,0,0,1,0.333333333,35.2544597,-118.6181148,KERN,175.8952381,4,0,NotInCurtailedWatershed,18-03,18-030003,FR,FR-999,0-000,0-000,0-000,0-000,0-000,No,360.9974327,0
60,73,1,No,No,No,-1,No,0,0,0,0,0,0,0,0,1.333333333,34.8639363,-118.2106814,KERN,175.8952381,1,0,NotInCurtailedWatershed,18-09,18-090206,6,0-000,0-000,0-000,0-000,6-044,0-000,No,17.72304317,0
61,165,1,No,No,Yes,1034,No,0,0,0,0,0,0,0,0,2,35.29,-118.97,KERN,175.8952381,1,0,NotInCurtailedWatershed,18-03,18-030003,5,0-000,0-000,0-000,5-022,0-000,0-000,No,360.9974327,0
64,122,0.5,No,No,No,-1,No,0,0,0,0,0,0,0,0,0.333333333,35.6521976,-118.3266979,KERN,175.8952381,2,0,NotInCurtailedWatershed,18-03,18-030002,5,0-000,0-000,0-000,5-025,0-000,0-000,No,384.3315985,0
18,27,0.5,No,No,Yes,1716,No,0,0,0,0,0,0,0,0,1,35.6242427,-117.8166157,KERN,175.8952381,2,0,NotInCurtailedWatershed,18-09,18-090205,6,0-000,0-000,0-000,0-000,6-054,0-000,No,293.9692012,0
32,90,0,No,No,Yes,2161,No,0,0,0,0,1,0,0,1,0.666666667,35.3767249,-119.1814455,KERN,175.8952381,1,0,NotInCurtailedWatershed,18-03,18-030012,5,0-000,0-000,0-000,5-022,0-000,0-000,Yes,635.6508214,0
39,100,0.5,No,No,Yes,865,No,0,0,0,0,0,0,0,0,1,35.3255964,-118.9399686,KERN,175.8952381,2,0,NotInCurtailedWatershed,18-03,18-030003,5,0-000,0-000,0-000,5-022,0-000,0-000,No,360.9974327,0
106,438,0.5,No,No,Yes,304,No,0,0,0,0,0,0,0,0,1.166666667,35.2494585,-118.8426788,KERN,175.8952381,2,0,NotInCurtailedWatershed,18-03,18-030003,5,0-000,0-000,0-000,5-022,0-000,0-000,No,360.9974327,0
15,47,1,No,No,Yes,1370,No,0,0,0,0,0,0,0,0,2,35.6931391,-117.8195611,KERN,175.8952381,1,0,NotInCurtailedWatershed,18-09,18-090205,6,0-000,0-000,0-000,0-000,6-054,0-000,No,293.9692012,0
20,80,0.5,No,No,Yes,908,No,0,0,0,0,0,0,0,0,1,35.4455223,-118.94172,KERN,175.8952381,2,0,NotInCurtailedWatershed,18-03,18-030003,5,0-000,0-000,0-000,5-022,0-000,0-000,No,360.9974327,0
18,44,1,No,No,No,1114,No,0,0,0,0,0,0,0,0,1.333333333,35.4375249,-118.8795586,KERN,175.8952381,1,0,NotInCurtailedWatershed,18-03,18-030003,FR,FR-999,0-000,0-000,0-000,0-000,0-000,No,360.9974327,0
20,90,1,No,No,No,707,No,0,0,0,1,0,0,0,1,1.333333333,35.6055211,-118.4771236,KERN,175.8952381,1,0,NotInCurtailedWatershed,18-03,18-030003,5,0-000,0-000,0-000,5-025,0-000,0-000,No,360.9974327,0
55,54,1,No,No,Yes,263,No,0,0,0,0,0,0,0,0,2.166666667,35.5146419,-119.290251,KERN,175.8952381,1,0,NotInCurtailedWatershed,18-03,18-030004,5,0-000,0-000,0-000,5-022,0-000,0-000,No,27.91171424,0
79,175,1,No,No,No,-1,No,0,0,0,0,0,0,0,0,1.333333333,34.8623785,-118.1551592,KERN,175.8952381,1,0,NotInCurtailedWatershed,18-09,18-090206,6,0-000,0-000,0-000,0-000,6-044,0-000,No,17.72304317,0
63,82,1,No,No,No,-1,No,0,0,0,0,0,0,0,0,1.333333333,34.8635235,-118.1543956,KERN,175.8952381,1,0,NotInCurtailedWatershed,18-09,18-090206,6,0-000,0-000,0-000,0-000,6-044,0-000,No,17.72304317,0
23,225,0.5,No,No,No,1038,No,0,0,0,0,0,1,0,1,0.333333333,35.7691038,-118.4292717,KERN,175.8952381,2,0,NotInCurtailedWatershed,18-03,18-030001,5,0-000,0-000,0-000,5-025,0-000,0-000,No,379.9561323,0
110,2800,0,No,No,Yes,1278,No,0,0,0,0,0,0,0,0,1,35.5217431,-118.9062794,KERN,175.8952381,4,0,NotInCurtailedWatershed,18-03,18-030004,5,0-000,0-000,0-000,5-022,0-000,0-000,No,27.91171424,0
16,32,1,No,No,Yes,375,No,0,0,0,0,0,0,0,0,2.166666667,35.3997789,-119.1987579,KERN,175.8952381,1,0,NotInCurtailedWatershed,18-03,18-030012,5,0-000,0-000,0-000,5-022,0-000,0-000,No,635.6508214,0
16,44,0.5,No,No,No,37,No,0,0,0,0,0,0,0,0,1,35.5786518,-118.4668929,KERN,175.8952381,2,0,NotInCurtailedWatershed,18-03,18-030003,5,0-000,0-000,0-000,5-025,0-000,0-000,No,360.9974327,0
16,45,1,No,No,Yes,337,No,0,0,0,0,0,0,0,0,2.166666667,35.2691714,-118.9764528,KERN,175.8952381,1,0,NotInCurtailedWatershed,18-03,18-030003,5,0-000,0-000,0-000,5-022,0-000,0-000,No,360.9974327,0
8,27,1,No,No,Yes,802,No,0,0,0,0,0,0,0,0,2,35.3734151,-119.1274334,KERN,175.8952381,1,0,NotInCurtailedWatershed,18-03,18-030012,5,0-000,0-000,0-000,5-022,0-000,0-000,No,635.6508214,0
51,68,1,No,No,No,257,No,0,0,0,0,0,0,0,0,1.5,35.7583536,-118.4240002,KERN,175.8952381,1,0,NotInCurtailedWatershed,18-03,18-030001,5,0-000,0-000,0-000,5-025,0-000,0-000,No,379.9561323,0
13,35,1,No,No,No,1248,No,0,0,0,0,0,0,0,0,1.333333333,34.859873,-118.2370609,KERN,175.8952381,1,0,NotInCurtailedWatershed,18-09,18-090206,6,0-000,0-000,0-000,0-000,6-044,0-000,No,17.72304317,0
23,64,1,No,No,Yes,1124,No,0,0,2,0,1,0,0,3,2,35.3749329,-119.1873498,KERN,175.8952381,1,0,NotInCurtailedWatershed,18-03,18-030012,5,0-000,0-000,0-000,5-022,0-000,0-000,No,635.6508214,0
24,79,1,No,No,Yes,1182,No,0,0,0,0,1,1,0,2,2,35.6275831,-117.81152,KERN,175.8952381,1,0,NotInCurtailedWatershed,18-09,18-090205,6,0-000,0-000,0-000,0-000,6-054,0-000,No,293.9692012,0
13,26,1,No,No,Yes,1369,No,0,0,0,0,0,0,0,0,2,35.627484,-117.8024425,KERN,175.8952381,1,0,NotInCurtailedWatershed,18-09,18-090205,6,0-000,0-000,0-000,0-000,6-054,0-000,No,293.9692012,0
18,48,1,No,No,Yes,515,No,0,0,0,0,0,0,0,0,2.166666667,35.7176064,-119.3829334,KERN,175.8952381,1,0,NotInCurtailedWatershed,18-03,18-030005,5,0-000,0-000,0-000,5-022,0-000,0-000,No,8.547416833,1
15,50,0.5,No,No,Yes,2022,No,0,0,0,0,0,0,0,0,1,35.2281814,-119.091104,KERN,175.8952381,2,0,NotInCurtailedWatershed,18-03,18-030003,5,0-000,0-000,0-000,5-022,0-000,0-000,No,360.9974327,0
14,39,1,No,No,Yes,728,No,0,0,0,0,0,0,0,0,2,35.3689177,-119.1632827,KERN,175.8952381,1,0,NotInCurtailedWatershed,18-03,18-030012,5,0-000,0-000,0-000,5-022,0-000,0-000,No,635.6508214,0
16,32,0,No,No,Yes,1777,No,0,0,0,0,0,0,0,0,1,35.4473507,-118.9386266,KERN,175.8952381,4,0,NotInCurtailedWatershed,18-03,18-030003,5,0-000,0-000,0-000,5-022,0-000,0-000,No,360.9974327,0
46,150,0.5,No,No,No,1441,No,0,0,0,0,0,0,0,0,0.333333333,35.644806,-118.3220174,KERN,175.8952381,2,0,NotInCurtailedWatershed,18-03,18-030002,5,0-000,0-000,0-000,5-025,0-000,0-000,No,384.3315985,0
17,40,1,No,No,Yes,1004,No,0,0,0,0,0,0,0,0,2,35.6236852,-117.8083451,KERN,175.8952381,1,0,NotInCurtailedWatershed,18-09,18-090205,6,0-000,0-000,0-000,0-000,6-054,0-000,No,293.9692012,0
22,73,0.5,No,No,Yes,2050,No,0,0,0,0,0,0,0,0,1,35.3734151,-119.1274334,KERN,175.8952381,2,0,NotInCurtailedWatershed,18-03,18-030012,5,0-000,0-000,0-000,5-022,0-000,0-000,No,635.6508214,0
72,240,1,No,No,No,997,No,0,0,0,0,1,1,0,2,1.333333333,35.1269611,-118.618751,KERN,175.8952381,1,0,NotInCurtailedWatershed,18-03,18-030003,5,0-000,0-000,0-000,5-027,0-000,0-000,No,360.9974327,0
36,119,0.5,No,No,Yes,1911,No,0,0,0,0,0,0,0,0,1,35.6384269,-117.7672751,KERN,175.8952381,2,0,NotInCurtailedWatershed,18-09,18-090205,6,0-000,0-000,0-000,0-000,6-054,0-000,No,293.9692012,0
14,35,1,No,No,Yes,302,No,0,0,0,0,0,0,0,0,2.166666667,35.3321654,-118.9281493,KERN,175.8952381,1,0,NotInCurtailedWatershed,18-03,18-030003,5,0-000,0-000,0-000,5-022,0-000,0-000,No,360.9974327,0
10,39,1,No,No,No,11,No,0,0,0,0,0,0,0,0,2,34.8502058,-118.2360558,KERN,175.8952381,1,0,NotInCurtailedWatershed,18-09,18-090206,6,0-000,0-000,0-000,0-000,6-044,0-000,No,17.72304317,0
20,40,1,No,No,Yes,781,No,0,0,0,0,0,0,0,0,2,35.4412775,-118.9419701,KERN,175.8952381,1,0,NotInCurtailedWatershed,18-03,18-030003,5,0-000,0-000,0-000,5-022,0-000,0-000,No,360.9974327,0
75,207,1,No,No,No,809,No,0,0,0,0,2,2,0,4,1.333333333,35.178929,-118.33627,KERN,175.8952381,1,0,NotInCurtailedWatershed,18-09,18-090206,FR,FR-999,0-000,0-000,0-000,0-000,0-000,No,17.72304317,0
129,500,0,No,No,No,1614,No,0,0,0,0,0,0,0,0,1,35.6071947,-118.4863621,KERN,175.8952381,0,0,NotInCurtailedWatershed,18-03,18-030003,5,0-000,0-000,0-000,5-025,0-000,0-000,Yes,360.9974327,0
73,148,0,No,No,No,1674,No,0,0,0,0,0,0,0,0,0.333333333,35.221757,-118.5973414,KERN,175.8952381,3,0,NotInCurtailedWatershed,18-03,18-030003,FR,FR-999,0-000,0-000,0-000,0-000,0-000,No,360.9974327,0
90,310,0,No,No,Yes,1675,No,0,0,0,0,0,0,0,0,1,35.3734151,-119.1274334,KERN,175.8952381,3,0,NotInCurtailedWatershed,18-03,18-030012,5,0-000,0-000,0-000,5-022,0-000,0-000,No,635.6508214,0
2,35,1,No,No,Yes,1075,No,0,0,0,0,0,0,0,0,2,35.4375821,-118.8030967,KERN,175.8952381,1,0,NotInCurtailedWatershed,18-03,18-030003,5,0-000,0-000,0-000,5-022,0-000,0-000,No,360.9974327,0
12,29,1,No,No,Yes,202,No,0,0,0,0,0,0,0,0,2.666666667,35.3235426,-118.933065,KERN,175.8952381,1,0,NotInCurtailedWatershed,18-03,18-030003,5,0-000,0-000,0-000,5-022,0-000,0-000,No,360.9974327,0
25,100,1,No,No,No,564,No,0,0,0,0,0,0,0,0,1.5,35.731318,-118.701631,KERN,175.8952381,1,0,NotInCurtailedWatershed,18-03,18-030004,FR,FR-999,0-000,0-000,0-000,0-000,0-000,No,27.91171424,0
10,28,1,No,No,Yes,1138,No,0,0,2,0,1,0,0,3,2,35.3670038,-119.1957062,KERN,175.8952381,1,0,NotInCurtailedWatershed,18-03,18-030012,5,0-000,0-000,0-000,5-022,0-000,0-000,No,635.6508214,0
13,36,1,No,No,Yes,-1,No,0,0,0,0,2,0,0,2,2,35.6283767,-117.8056579,KERN,175.8952381,1,0,NotInCurtailedWatershed,18-09,18-090205,6,0-000,0-000,0-000,0-000,6-054,0-000,No,293.9692012,0
4157,21851,0,No,No,Yes,-1,No,0,0,2,0,2,2,2,8,1,35.2113449,-118.8337127,KERN,175.8952381,7,0,NotInCurtailedWatershed,18-03,18-030003,FR-5,FR-999,0-000,0-000,5-022,0-000,0-000,No,360.9974327,0
627,2253,0,No,No,No,2218,No,0,0,0,0,0,1,1,2,0,35,-117.65,KERN,175.8952381,1,0,NotInCurtailedWatershed,18-09,18-090206,6,0-000,0-000,0-000,0-000,6-044,0-000,Yes,17.72304317,0
58777,259157,0,No,No,No,-1,No,0,0,0,2,2,1,1,6,-1,35.3201477,-119.0217668,KERN,175.8952381,69,1,NotInCurtailedWatershed,18-03,18-030003,5,0-000,0-000,0-000,5-022,0-000,0-000,Yes,360.9974327,0
248,900,0,No,No,Yes,2102,No,0,0,0,0,0,0,0,0,0.666666667,35.343908,-119.0001549,KERN,175.8952381,2,0,NotInCurtailedWatershed,18-03,18-030003,5,0-000,0-000,0-000,5-022,0-000,0-000,Yes,360.9974327,0
9985,53936,0,No,No,Yes,-1,No,0,2,0,1,2,2,0,7,0.666666667,35.7509091,-119.2413857,KERN,175.8952381,15,0,NotInCurtailedWatershed,18-03,18-030005,FR-5,FR-999,0-000,0-000,5-022,0-000,0-000,No,8.547416833,0
8023,32517,0,No,No,No,-1,No,0,0,0,0,0,0,1,1,-1,35.3792695,-118.9461779,KERN,175.8952381,6,0,NotInCurtailedWatershed,18-03,18-030003,5,0-000,0-000,0-000,5-022,0-000,0-000,Yes,360.9974327,0
1318,2691,0,No,No,No,655,No,0,0,2,0,1,1,0,4,0.333333333,34.8193321,-118.9529783,KERN,175.8952381,3,0,NotInCurtailedWatershed,18-03,18-030003,5,0-000,0-000,0-000,5-082,0-000,0-000,No,360.9974327,0
1111,2500,0,No,No,No,505,No,0,0,0,0,0,0,0,0,0.5,35.6071947,-118.4863621,KERN,175.8952381,3,0,NotInCurtailedWatershed,18-03,18-030003,5,0-000,0-000,0-000,5-025,0-000,0-000,No,360.9974327,0
411,1508,0,No,No,Yes,1829,No,0,0,0,1,1,1,0,3,1,35.4010204,-119.4700253,KERN,175.8952381,4,0,NotInCurtailedWatershed,18-03,18-030012,FR-5,FR-999,0-000,0-000,5-022,0-000,0-000,No,635.6508214,0
3151,19057,0,No,No,Yes,-1,No,0,0,0,0,0,0,0,0,1,35.2562768,-118.9088956,KERN,175.8952381,7,0,NotInCurtailedWatershed,18-03,18-030003,5,0-000,0-000,0-000,5-022,0-000,0-000,No,360.9974327,0
2849,15506,0,No,No,Yes,2156,No,0,0,0,0,1,0,0,1,1,35.6777322,-119.2325778,KERN,175.8952381,3,0,NotInCurtailedWatershed,18-03,18-030005,5,0-000,0-000,0-000,5-022,0-000,0-000,No,8.547416833,0
1200,4230,0,No,No,No,2331,No,0,0,2,0,0,0,0,2,0,35.0520643,-118.1718599,KERN,175.8952381,7,0,NotInCurtailedWatershed,18-09,18-090206,6,0-000,0-000,0-000,0-000,6-0456-046,0-000,Yes,17.72304317,0
11693,36726,0,No,No,No,-1,No,0,0,0,1,1,1,2,5,-1,35.4328147,-119.0298539,KERN,175.8952381,8,0,NotInCurtailedWatershed,18-03,18-030012,5,0-000,0-000,0-000,5-022,0-000,0-000,Yes,635.6508214,0
284,303,0.5,No,No,No,-1,No,0,0,0,0,0,0,0,0,0.333333333,35.3683712,-117.6351709,KERN,175.8952381,2,0,NotInCurtailedWatershed,18-09,18-090206,6,0-000,0-000,0-000,0-000,6-046,0-000,No,17.72304317,0
11963,39478,0,No,No,Yes,-1,No,0,0,0,0,1,1,0,2,0.666666667,35.6229635,-117.6793722,KERN,175.8952381,10,0,NotInCurtailedWatershed,18-09,18-090205,6,0-000,0-000,0-000,0-000,6-054,0-000,Yes,293.9692012,0
5264,16905,0,No,No,No,-1,No,0,0,2,0,1,0,0,3,0,34.8663777,-118.1953666,KERN,175.8952381,3,0,NotInCurtailedWatershed,18-09,18-090206,6,0-000,0-000,0-000,0-000,6-044,0-000,Yes,17.72304317,0
4847,20500,0,No,No,Yes,-1,No,0,0,0,0,1,0,0,1,1,35.50161,-119.2734688,KERN,175.8952381,7,0,NotInCurtailedWatershed,18-03,18-030012,5,0-000,0-000,0-000,5-022,0-000,0-000,No,635.6508214,0
3393,8839,0,No,No,No,-1,No,0,0,0,0,0,0,0,0,0,35.1312952,-118.4462921,KERN,175.8952381,6,0,NotInCurtailedWatershed,18-03,18-030003,5,0-000,0-000,0-000,5-028,0-000,0-000,Yes,360.9974327,0
5242,24046,0,No,No,Yes,-1,No,0,0,0,0,1,1,0,2,2,35.5924785,-119.3341776,KERN,175.8952381,6,0,NotInCurtailedWatershed,18-03,18-030004,5,0-000,0-000,0-000,5-022,0-000,0-000,No,27.91171424,1
7340,20965,0,No,No,No,-1,No,1,2,2,0,2,1,2,11,-1,35.1445534,-119.4629608,KERN,175.8952381,13,0,NotInCurtailedWatershed,18-03,18-030003,5,0-000,0-000,0-000,5-022,0-000,0-000,No,360.9974327,0
390,1103,0,No,No,No,225,No,0,0,2,1,2,1,0,6,1,34.8222609,-118.9444266,KERN,175.8952381,5,0,NotInCurtailedWatershed,18-03,18-030003,5,0-000,0-000,0-000,5-083,0-000,0-000,No,360.9974327,1
3329,10986,0,No,No,Yes,-1,No,0,0,0,0,1,1,0,2,1,35.2664033,-119.0084617,KERN,175.8952381,7,0,NotInCurtailedWatershed,18-03,18-030003,FR-5,FR-999,0-000,0-000,5-022,0-000,0-000,No,360.9974327,0
1375,4441,0,No,No,No,-1,No,0,2,0,0,1,1,1,5,0.333333333,35.0831159,-118.6257169,KERN,175.8952381,5,0,NotInCurtailedWatershed,18-03,18-030003,5,0-000,0-000,0-000,5-027,0-000,0-000,No,360.9974327,0
221,419,0.5,No,No,No,-1,No,0,0,0,0,2,1,0,3,0.333333333,35.5809304,-118.454296,KERN,175.8952381,2,0,NotInCurtailedWatershed,18-03,18-030003,FR-5,FR-999,0-000,0-000,5-025,0-000,0-000,No,360.9974327,0
251,1036,0,No,No,No,2343,No,0,0,0,0,0,0,0,0,0,35.002036,-117.6936016,KERN,175.8952381,1,0,NotInCurtailedWatershed,18-09,18-090206,6,0-000,0-000,0-000,0-000,6-044,0-000,Yes,17.72304317,0
2354,1600,0,No,No,No,1814,No,0,0,0,0,1,1,0,2,0.333333333,34.850734,-119.1699769,KERN,175.8952381,8,0,NotInCurtailedWatershed,18-03,18-030003,5,0-000,0-000,0-000,5-0855-084,0-000,0-000,No,360.9974327,0
11099,33420,0,No,No,No,-1,No,0,0,0,0,2,2,0,4,-1,35.3777638,-119.1138208,KERN,175.8952381,13,0,NotInCurtailedWatershed,18-03,18-030012,5,0-000,0-000,0-000,5-022,0-000,0-000,No,635.6508214,0
48076,149796,0,No,No,No,-1,No,0,0,0,2,2,1,1,6,-1,35.3455299,-119.127388,KERN,175.8952381,61,0,NotInCurtailedWatershed,18-03,18-030003,FR-5,FR-999,0-000,0-000,5-022,0-000,0-000,Yes,360.9974327,0
4570,14198,0,No,No,No,-1,No,0,0,0,0,0,0,0,0,0,35.099795,-117.9890098,KERN,175.8952381,6,0,NotInCurtailedWatershed,18-09,18-090206,6,0-000,0-000,0-000,0-000,6-046,0-000,Yes,17.72304317,0
1903,2559,0,No,No,No,-1,No,0,0,0,0,2,1,0,3,0.333333333,35.7672905,-118.4339486,KERN,175.8952381,4,1,NotInCurtailedWatershed,18-03,18-030001,FR-5,FR-999,0-000,0-000,5-025,0-000,0-000,No,379.9561323,1
265,805,0.5,No,No,Yes,1620,No,0,0,0,0,1,1,0,2,1,35.6482487,-117.8138556,KERN,175.8952381,2,0,NotInCurtailedWatershed,18-09,18-090205,6,0-000,0-000,0-000,0-000,6-054,0-000,No,293.9692012,0
2851,8170,0,No,No,No,825,No,0,0,0,1,1,1,0,3,0.333333333,35.1586641,-118.6672561,KERN,175.8952381,7,0,NotInCurtailedWatershed,18-03,18-030003,FR-5,FR-999,0-000,0-000,5-027,0-000,0-000,No,360.9974327,0
804,1106,0,No,No,No,-1,No,0,0,0,0,2,1,0,3,0,35.6180087,-118.473141,KERN,175.8952381,4,0,NotInCurtailedWatershed,18-03,18-030003,5,0-000,0-000,0-000,5-025,0-000,0-000,Yes,360.9974327,0
4,0,0,No,No,No,-1,No,0,0,0,2,1,0,2,5,-1,35.3979101,-119.0365369,KERN,175.8952381,5,4,NotInCurtailedWatershed,18-03,18-030012,5,0-000,0-000,0-000,5-022,0-000,0-000,No,635.6508214,0
375,777,0,No,No,No,2296,No,0,0,0,0,0,0,0,0,0,35.6395628,-118.4062238,KERN,175.8952381,2,0,NotInCurtailedWatershed,18-03,18-030002,5,0-000,0-000,0-000,5-025,0-000,0-000,Yes,384.3315985,0
206,283,0.5,No,No,No,-1,No,0,0,0,0,2,1,0,3,0.333333333,35.6896724,-118.2225776,KERN,175.8952381,2,0,NotInCurtailedWatershed,18-03,18-030002,5,0-000,0-000,0-000,5-025,0-000,0-000,No,384.3315985,0
