ServiceConnections,Population,Score_SourceNumber,Score_SourceCapacityViolations,Score_SCM,Score_CriticallyOverdraftedGroundwaterBasin,CDAG_rank,Curtailment,Score_1702,Score_1705,Score_1706,Score_1812,Score_1813,Score_1814,Score_1815,EAR2020DroughtRiskScore,SAFER_AccessibilityScore,Lat,Long,County,DSCI2WYAvg,ActiveGWSource,ActiveSWSource,CurtailedWatershed,HUC4,HUC8,Basin_Number_part1,FracturedRock,Basin12,Basin34,Basin5,Basin6,Basin789,Intertie,TNCFlow2WYAvg,DroughtExperienced
61,160,0,No,No,No,1552,No,1,2,2,0,2,2,0,10,1.333333333,40.90515,-122.3791777,SHASTA,269.447619,2,1,SacramentoRiver,18-02,18-020005,FR,FR-999,0-000,0-000,0-000,0-000,0-000,No,1746.55655,1
108,356,0.5,No,No,No,1243,No,0,0,0,0,0,0,0,0,0.333333333,40.448208,-122.2977815,SHASTA,269.447619,2,0,SacramentoRiver,18-02,18-020154,5,0-000,0-000,0-000,5-006,0-000,0-000,No,2330.430991,0
40,81,1,No,No,No,-1,No,0,0,0,0,0,0,0,0,1.333333333,40.90515,-122.3791777,SHASTA,269.447619,1,0,SacramentoRiver,18-02,18-020005,FR,FR-999,0-000,0-000,0-000,0-000,0-000,No,1746.55655,0
33,92,1,No,No,No,648,No,0,0,0,0,0,0,0,0,1.333333333,40.4923784,-121.8891586,SHASTA,269.447619,1,0,SacramentoRiver,18-02,18-020154,FR,FR-999,0-000,0-000,0-000,0-000,0-000,No,2330.430991,0
27,89,1,No,No,No,1296,No,0,0,0,0,0,0,0,0,1.333333333,40.5229147,-122.3221947,SHASTA,269.447619,1,0,SacramentoRiver,18-02,18-020154,5,0-000,0-000,0-000,5-006,0-000,0-000,No,2330.430991,0
112,310,0.5,No,No,No,1632,No,0,0,0,0,0,0,0,0,0.333333333,40.90515,-122.3791777,SHASTA,269.447619,2,0,SacramentoRiver,18-02,18-020005,FR,FR-999,0-000,0-000,0-000,0-000,0-000,No,1746.55655,0
66,264,1,Yes,Yes,No,255,Yes,0,0,0,1,1,1,0,3,2.5,40.90515,-122.3791777,SHASTA,269.447619,0,1,SacramentoRiver,18-02,18-020005,FR,FR-999,0-000,0-000,0-000,0-000,0-000,No,1746.55655,0
101,252,1,No,No,No,1112,Yes,0,0,0,2,0,2,0,4,1.333333333,41.1384854,-122.3177877,SHASTA,269.447619,0,1,SacramentoRiver,18-02,18-020005,FR,FR-999,0-000,0-000,0-000,0-000,0-000,No,1746.55655,0
1,70,1,No,No,No,712,No,0,0,0,1,1,0,0,2,1.333333333,40.90515,-122.3791777,SHASTA,269.447619,1,0,SacramentoRiver,18-02,18-020005,FR,FR-999,0-000,0-000,0-000,0-000,0-000,No,1746.55655,0
47,151,1,No,No,No,370,No,0,0,0,0,0,0,0,0,1.5,40.90515,-122.3791777,SHASTA,269.447619,1,0,SacramentoRiver,18-02,18-020005,FR,FR-999,0-000,0-000,0-000,0-000,0-000,No,1746.55655,0
62,205,1,No,No,No,608,Yes,0,0,2,0,0,1,0,3,1.333333333,40.6753521,-121.4307646,SHASTA,269.447619,0,1,SacramentoRiver,18-02,18-020003,FR,FR-999,0-000,0-000,0-000,0-000,0-000,No,1390.068534,0
44,88,1,No,No,No,76,No,0,0,0,0,0,0,0,0,2,40.6753521,-121.4307646,SHASTA,269.447619,0,1,SacramentoRiver,18-02,18-020003,FR,FR-999,0-000,0-000,0-000,0-000,0-000,No,1390.068534,0
42,97,1,No,No,No,286,No,0,0,0,0,0,0,0,0,1.5,40.6753521,-121.4307646,SHASTA,269.447619,1,0,SacramentoRiver,18-02,18-020003,FR,FR-999,0-000,0-000,0-000,0-000,0-000,No,1390.068534,0
66,218,1,No,No,No,1300,Yes,0,0,0,2,2,2,0,6,1.333333333,41.2082089,-122.2719529,SHASTA,269.447619,0,1,SacramentoRiver,18-02,18-020005,FR,FR-999,0-000,0-000,0-000,0-000,0-000,No,1746.55655,0
75,204,1,No,No,No,373,No,0,0,0,0,0,0,0,0,1.5,40.4179649,-122.1953021,SHASTA,269.447619,1,0,SacramentoRiver,18-02,18-020154,5,0-000,0-000,0-000,5-006,0-000,0-000,No,2330.430991,0
26,85,1,No,No,No,486,No,0,0,0,0,1,0,0,1,1.5,40.4251498,-122.2257608,SHASTA,269.447619,1,0,SacramentoRiver,18-02,18-020154,5,0-000,0-000,0-000,5-006,0-000,0-000,No,2330.430991,0
20,40,1,No,No,No,99,No,0,0,0,0,0,0,0,0,2,40.7940442,-121.9419412,SHASTA,269.447619,1,0,SacramentoRiver,18-02,18-020151,FR,FR-999,0-000,0-000,0-000,0-000,0-000,No,286.6389879,0
40,75,0.5,No,No,No,1245,No,0,0,0,0,0,0,0,0,0.333333333,40.5136854,-122.3827613,SHASTA,269.447619,2,0,SacramentoRiver,18-02,18-020154,5,0-000,0-000,0-000,5-006,0-000,0-000,No,2330.430991,0
110,250,0.5,No,No,No,1218,No,0,0,0,0,0,0,0,0,0.333333333,40.4825385,-122.3234337,SHASTA,269.447619,2,0,SacramentoRiver,18-02,18-020154,5,0-000,0-000,0-000,5-006,0-000,0-000,No,2330.430991,0
29,50,1,No,No,No,987,No,0,0,0,0,0,0,0,0,1.333333333,40.4879989,-122.3589635,SHASTA,269.447619,1,0,SacramentoRiver,18-02,18-020154,5,0-000,0-000,0-000,5-006,0-000,0-000,No,2330.430991,0
27,44,1,No,No,No,222,No,0,0,0,0,0,0,0,0,2,40.489237,-121.900052,SHASTA,269.447619,1,0,SacramentoRiver,18-02,18-020154,FR,FR-999,0-000,0-000,0-000,0-000,0-000,No,2330.430991,0
32,87,1,No,No,No,985,No,0,0,0,0,0,0,0,0,1.333333333,40.4901641,-122.328866,SHASTA,269.447619,1,0,SacramentoRiver,18-02,18-020154,5,0-000,0-000,0-000,5-006,0-000,0-000,No,2330.430991,0
24,35,0.5,No,No,No,1758,No,0,0,0,1,0,1,1,3,0.333333333,40.4408368,-122.3274947,SHASTA,269.447619,2,0,SacramentoRiver,18-02,18-020154,5,0-000,0-000,0-000,5-006,0-000,0-000,No,2330.430991,0
93,274,0.5,No,No,No,1354,No,0,0,0,0,0,0,0,0,0.333333333,40.4868024,-122.3273993,SHASTA,269.447619,2,0,SacramentoRiver,18-02,18-020154,5,0-000,0-000,0-000,5-006,0-000,0-000,No,2330.430991,0
21,70,1,No,No,No,585,No,0,0,0,0,0,0,0,0,1.5,40.4767427,-122.2937456,SHASTA,269.447619,1,0,SacramentoRiver,18-02,18-020154,5,0-000,0-000,0-000,5-006,0-000,0-000,No,2330.430991,0
50,121,0.5,No,No,No,85,No,0,0,0,1,1,1,1,4,2,40.8557684,-122.3392113,SHASTA,269.447619,2,0,SacramentoRiver,18-02,18-020005,FR,FR-999,0-000,0-000,0-000,0-000,0-000,No,1746.55655,1
100,78,0.5,No,No,No,331,No,1,0,0,1,1,1,0,5,0.5,40.7016042,-122.2716125,SHASTA,269.447619,2,0,SacramentoRiver,18-02,18-020154,FR,FR-999,0-000,0-000,0-000,0-000,0-000,No,2330.430991,0
16,35,1,No,No,No,381,No,0,0,0,0,0,0,0,0,1.5,40.4906362,-122.3575835,SHASTA,269.447619,1,0,SacramentoRiver,18-02,18-020154,5,0-000,0-000,0-000,5-006,0-000,0-000,No,2330.430991,0
1,25,1,No,No,No,1105,No,0,0,0,0,0,0,0,0,1.333333333,40.4891852,-122.3293913,SHASTA,269.447619,1,0,SacramentoRiver,18-02,18-020154,5,0-000,0-000,0-000,5-006,0-000,0-000,No,2330.430991,0
78,96,0,No,No,No,1332,No,0,0,0,0,0,0,1,1,0.333333333,40.494371,-122.3705413,SHASTA,269.447619,3,0,SacramentoRiver,18-02,18-020154,5,0-000,0-000,0-000,5-006,0-000,0-000,No,2330.430991,0
71,131,0.5,No,No,No,1170,No,0,0,0,0,0,0,0,0,0.333333333,40.9170121,-121.5571089,SHASTA,269.447619,2,0,SacramentoRiver,18-02,18-020003,FR,FR-999,0-000,0-000,0-000,0-000,0-000,No,1390.068534,0
32,90,1,No,No,No,943,No,0,0,0,0,0,0,0,0,1.333333333,40.4664416,-122.3305838,SHASTA,269.447619,1,0,SacramentoRiver,18-02,18-020154,5,0-000,0-000,0-000,5-006,0-000,0-000,No,2330.430991,0
165,510,0.5,No,No,No,269,No,0,0,0,0,0,1,0,1,0.5,40.4923784,-121.8891586,SHASTA,269.447619,2,0,SacramentoRiver,18-02,18-020154,FR,FR-999,0-000,0-000,0-000,0-000,0-000,No,2330.430991,0
1,120,1,No,No,No,1156,No,0,0,0,0,1,1,1,3,1.333333333,40.3966601,-122.255039,SHASTA,269.447619,1,0,SacramentoRiver,18-02,18-020152,5,0-000,0-000,0-000,5-006,0-000,0-000,No,300.7743021,0
44,92,1,No,No,No,506,No,0,0,0,0,0,0,0,0,1.5,40.4843483,-122.3245353,SHASTA,269.447619,1,0,SacramentoRiver,18-02,18-020154,5,0-000,0-000,0-000,5-006,0-000,0-000,No,2330.430991,0
126,415,0.5,No,No,No,1996,No,0,0,0,0,0,0,0,0,0.333333333,40.3857087,-122.2808356,SHASTA,269.447619,2,0,SacramentoRiver,18-02,18-020152,5,0-000,0-000,0-000,5-006,0-000,0-000,No,300.7743021,0
198,600,0,No,No,No,258,No,0,0,0,0,1,1,0,2,0.5,40.5587475,-121.7180086,SHASTA,269.447619,0,3,SacramentoRiver,18-02,18-020153,5,0-000,0-000,0-000,5-0065-050,0-000,0-000,No,215.1623963,0
41,85,0.5,No,No,No,1068,No,0,0,0,0,0,0,0,0,0.333333333,40.5040946,-121.8399604,SHASTA,269.447619,2,0,SacramentoRiver,18-02,18-020153,FR,FR-999,0-000,0-000,0-000,0-000,0-000,No,215.1623963,0
71,187,0,No,No,No,1573,No,0,0,0,0,0,0,0,0,0.333333333,40.4923784,-121.8891586,SHASTA,269.447619,3,0,SacramentoRiver,18-02,18-020154,FR,FR-999,0-000,0-000,0-000,0-000,0-000,No,2330.430991,0
155,434,0.5,No,No,No,1789,No,0,0,0,0,0,0,0,0,0.333333333,40.4706953,-122.3127929,SHASTA,269.447619,2,0,SacramentoRiver,18-02,18-020154,5,0-000,0-000,0-000,5-006,0-000,0-000,No,2330.430991,0
17,35,1,No,No,No,364,No,0,0,0,0,1,0,0,1,1.5,40.3857087,-122.2808356,SHASTA,269.447619,1,0,SacramentoRiver,18-02,18-020152,5,0-000,0-000,0-000,5-006,0-000,0-000,No,300.7743021,0
45,112,1,No,No,No,808,No,0,0,0,0,0,0,0,0,1.333333333,40.4412489,-122.2989627,SHASTA,269.447619,1,0,SacramentoRiver,18-02,18-020154,5,0-000,0-000,0-000,5-006,0-000,0-000,No,2330.430991,0
156,382,1,No,No,No,977,No,0,0,0,0,0,0,0,0,1.333333333,40.5229147,-122.3221947,SHASTA,269.447619,1,0,SacramentoRiver,18-02,18-020154,5,0-000,0-000,0-000,5-006,0-000,0-000,No,2330.430991,0
19,53,1,No,No,No,852,No,0,0,0,0,0,0,0,0,1.333333333,41.0563962,-121.3852871,SHASTA,269.447619,1,0,SacramentoRiver,18-02,18-020003,5,0-000,0-000,0-000,5-005,0-000,0-000,No,1390.068534,0
34,95,1,No,No,No,1729,No,0,0,0,0,0,0,0,0,1.333333333,40.5229147,-122.3221947,SHASTA,269.447619,1,0,SacramentoRiver,18-02,18-020154,5,0-000,0-000,0-000,5-006,0-000,0-000,No,2330.430991,0
79,261,1,No,No,No,1750,No,0,2,0,0,1,0,0,3,1.333333333,40.5806354,-122.3959182,SHASTA,269.447619,1,0,SacramentoRiver,18-02,18-020154,5,0-000,0-000,0-000,5-006,0-000,0-000,No,2330.430991,0
31,31,1,No,No,No,800,No,0,0,0,0,1,1,0,2,1.333333333,40.4923784,-121.8891586,SHASTA,269.447619,1,0,SacramentoRiver,18-02,18-020154,FR,FR-999,0-000,0-000,0-000,0-000,0-000,No,2330.430991,0
84,277,1,No,No,No,1067,Yes,0,0,0,0,1,1,0,2,1.333333333,40.7007031,-122.6383512,SHASTA,269.447619,0,1,SacramentoRiver,18-02,18-020154,FR,FR-999,0-000,0-000,0-000,0-000,0-000,No,2330.430991,0
3586,11147,0,No,No,No,-1,No,0,0,0,0,0,0,0,0,0.333333333,40.447788,-122.3001969,SHASTA,269.447619,9,0,SacramentoRiver,18-02,18-020154,5,0-000,0-000,0-000,5-006,0-000,0-000,No,2330.430991,0
669,2227,0,No,No,No,2217,No,0,0,0,2,1,2,2,7,0.333333333,40.7099462,-122.3356593,SHASTA,269.447619,3,1,SacramentoRiver,18-02,18-020154,FR,FR-999,0-000,0-000,0-000,0-000,0-000,No,2330.430991,1
1413,3154,0,No,No,No,1901,No,0,0,0,0,1,1,0,2,0.333333333,40.8772642,-121.6625068,SHASTA,269.447619,3,0,SacramentoRiver,18-02,18-020003,FR,FR-999,0-000,0-000,0-000,0-000,0-000,No,1390.068534,0
479,1119,1,No,No,No,1342,Yes,0,2,0,2,0,2,0,6,2.333333333,40.5806354,-122.3959182,SHASTA,269.447619,0,1,SacramentoRiver,18-02,18-020154,FR,FR-999,0-000,0-000,0-000,0-000,0-000,No,2330.430991,1
30073,87741,0,No,No,No,-1,Yes,0,0,0,0,0,0,0,0,-1,40.5731946,-122.3815399,SHASTA,269.447619,17,2,SacramentoRiver,18-02,18-020154,FR-5,FR-999,0-000,0-000,5-006,0-000,0-000,No,2330.430991,0
3897,10657,1,No,No,No,-1,Yes,0,0,0,2,0,1,0,3,1.333333333,40.7132638,-122.4134372,SHASTA,269.447619,0,1,SacramentoRiver,18-02,18-020005,FR,FR-999,0-000,0-000,0-000,0-000,0-000,No,1746.55655,0
1226,3316,0,No,No,No,1828,No,0,0,0,0,1,1,0,2,0.333333333,40.3857087,-122.2808356,SHASTA,269.447619,5,0,SacramentoRiver,18-02,18-020152,5,0-000,0-000,0-000,5-006,0-000,0-000,No,300.7743021,0
482,1535,0.5,No,No,No,532,No,0,0,0,0,1,1,0,2,0.5,41.0055513,-121.4383878,SHASTA,269.447619,2,0,SacramentoRiver,18-02,18-020003,FR-5,FR-999,0-000,0-000,5-005,0-000,0-000,No,1390.068534,0
399,750,0,No,No,No,1621,No,0,0,0,0,0,0,0,0,0.333333333,40.4973174,-121.904718,SHASTA,269.447619,4,0,SacramentoRiver,18-02,18-020154,FR,FR-999,0-000,0-000,0-000,0-000,0-000,No,2330.430991,0
1257,4211,0,No,No,No,1578,No,1,2,0,2,0,2,0,8,1,40.5458176,-122.4644491,SHASTA,269.447619,0,0,SacramentoRiver,18-02,18-020154,FR,FR-999,0-000,0-000,0-000,0-000,0-000,Yes,2330.430991,0
480,1584,1,No,No,No,1162,No,0,0,0,1,0,1,0,2,1.333333333,40.6172324,-122.4811771,SHASTA,269.447619,0,1,SacramentoRiver,18-02,18-020154,FR,FR-999,0-000,0-000,0-000,0-000,0-000,No,2330.430991,0
6420,19098,0,No,No,No,-1,No,0,2,2,2,1,2,2,11,0.333333333,40.6176872,-122.2977129,SHASTA,269.447619,5,1,SacramentoRiver,18-02,18-020154,5,0-000,0-000,0-000,5-006,0-000,0-000,No,2330.430991,0
278,917,0.5,No,No,No,1556,No,0,0,2,0,1,1,0,4,0.333333333,39.81,-121.94,SHASTA,269.447619,2,0,SacramentoRiver,18-02,18-020157,FR,FR-999,0-000,0-000,0-000,0-000,0-000,No,2971.193432,0
2366,8900,0,No,No,No,-1,Yes,1,2,2,0,0,0,0,6,-1,40.4558311,-122.4550524,SHASTA,269.447619,3,1,SacramentoRiver,18-02,18-020152,FR-5,FR-999,0-000,0-000,5-006,0-000,0-000,No,300.7743021,0
219,515,0.5,No,No,No,1656,No,0,0,0,0,0,0,0,0,0.333333333,39.6422845,-120.2170963,SIERRA,236.4571429,3,0,SacramentoRiver,18-02,18-020123,5,0-000,0-000,0-000,5-012,0-000,0-000,No,1860.44857,0
57,80,0.5,No,No,No,1522,Yes,0,2,2,1,1,1,0,7,0.333333333,39.466482,-120.848621,SIERRA,236.4571429,1,0,SacramentoRiver,18-02,18-020125,FR,FR-999,0-000,0-000,0-000,0-000,0-000,No,1202.44896,0
120,324,0.5,No,No,No,1352,Yes,0,0,0,0,0,1,0,1,0.333333333,39.574504,-120.615826,SIERRA,236.4571429,2,0,SacramentoRiver,18-02,18-020125,FR,FR-999,0-000,0-000,0-000,0-000,0-000,No,1202.44896,0
111,200,1,No,No,No,443,Yes,0,0,0,0,1,2,0,3,1.5,39.584577,-120.3692674,SIERRA,236.4571429,1,0,SacramentoRiver,18-02,18-020123,5,0-000,0-000,0-000,5-012,0-000,0-000,No,1860.44857,1
135,225,0.5,No,No,No,1515,No,0,0,0,0,0,0,0,0,0.333333333,39.6669997,-120.439015,SIERRA,236.4571429,2,0,SacramentoRiver,18-02,18-020123,FR,FR-999,0-000,0-000,0-000,0-000,0-000,No,1860.44857,0
89,250,1,No,No,No,464,Yes,0,0,0,0,0,0,0,0,1.5,39.5656779,-120.6304612,SIERRA,236.4571429,1,0,SacramentoRiver,18-02,18-020125,FR,FR-999,0-000,0-000,0-000,0-000,0-000,No,1202.44896,0
360,856,0.5,No,No,No,1384,No,0,0,0,1,0,1,0,2,0.333333333,39.6745805,-120.2409693,SIERRA,236.4571429,2,0,SacramentoRiver,18-02,18-020123,5,0-000,0-000,0-000,5-012,0-000,0-000,No,1860.44857,0
234,783,1,No,No,No,176,Yes,0,0,2,0,0,0,0,2,2,39.5631516,-120.8256237,SIERRA,236.4571429,0,1,SacramentoRiver,18-02,18-020125,FR,FR-999,0-000,0-000,0-000,0-000,0-000,No,1202.44896,1
34,70,1,Yes,Yes,No,98,Yes,0,0,0,1,0,1,0,2,3,41.3095884,-122.8014177,SISKIYOU,289.447619,0,1,ScottRiver,18-01,18-010208,FR,FR-999,0-000,0-000,0-000,0-000,0-000,No,727.996563,0
147,280,0,No,No,No,397,No,1,2,2,2,2,2,0,12,1.5,40.5752641,-122.3574838,SISKIYOU,289.447619,3,0,NotInCurtailedWatershed,18-02,18-020154,FR,FR-999,0-000,0-000,0-000,0-000,0-000,No,2330.430991,1
58,92,0,No,No,No,2300,No,0,0,0,0,0,0,0,0,0,41.4452921,-122.3643169,SISKIYOU,289.447619,1,0,ShastaRiver,18-01,18-010207,FR,FR-999,0-000,0-000,0-000,0-000,0-000,Yes,177.8138573,0
103,289,1,No,No,No,1472,Yes,0,0,0,0,0,0,0,0,1.333333333,41.6447802,-122.5237531,SISKIYOU,289.447619,1,0,NotInCurtailedWatershed,18-01,18-010207,FR,FR-999,0-000,0-000,0-000,0-000,0-000,No,177.8138573,0
95,300,0.5,No,No,No,1931,No,0,0,0,0,0,0,0,0,0.333333333,41.7354186,-122.6344708,SISKIYOU,289.447619,2,0,ShastaRiver,18-01,18-010207,1,0-000,1-004,0-000,0-000,0-000,0-000,No,177.8138573,0
102,75,1,No,No,No,83,No,0,0,0,0,0,0,0,0,2,41.5825712,-121.912182,SISKIYOU,289.447619,1,0,NotInCurtailedWatershed,18-01,18-010205,FR,FR-999,0-000,0-000,0-000,0-000,0-000,No,51.76911632,0
63,55,0,No,No,No,1093,No,0,0,0,0,0,0,0,0,0.333333333,41.2996262,-122.3163101,SISKIYOU,289.447619,3,0,SacramentoRiver,18-02,18-020005,FR,FR-999,0-000,0-000,0-000,0-000,0-000,No,1746.55655,0
86,135,0.5,No,No,No,342,No,0,0,0,1,1,1,1,4,0.5,41.3369137,-122.3561856,SISKIYOU,289.447619,2,0,SacramentoRiver,18-02,18-020005,FR,FR-999,0-000,0-000,0-000,0-000,0-000,No,1746.55655,0
52,146,1,No,No,No,476,No,0,0,0,1,1,1,1,4,1.5,41.4039072,-122.3790838,SISKIYOU,289.447619,1,0,ShastaRiver,18-01,18-010207,FR,FR-999,0-000,0-000,0-000,0-000,0-000,No,177.8138573,0
84,240,0,No,No,No,1914,No,0,0,0,0,0,0,0,0,0.333333333,41.2911147,-122.3222983,SISKIYOU,289.447619,3,0,SacramentoRiver,18-02,18-020005,FR,FR-999,0-000,0-000,0-000,0-000,0-000,No,1746.55655,0
61,181,0.5,No,No,No,1388,No,0,0,0,1,1,0,1,3,0.333333333,41.9662915,-122.2735852,SISKIYOU,289.447619,2,0,NotInCurtailedWatershed,18-01,18-010206,FR,FR-999,0-000,0-000,0-000,0-000,0-000,No,2058.990105,0
47,105,1,No,No,No,207,No,0,0,0,0,0,0,0,0,2,41.6585316,-122.5919435,SISKIYOU,289.447619,1,0,ShastaRiver,18-01,18-010207,1,0-000,1-004,0-000,0-000,0-000,0-000,No,177.8138573,0
51,130,1,No,No,No,870,No,0,0,0,0,0,0,0,0,1.333333333,41.6854127,-122.6337446,SISKIYOU,289.447619,1,0,ShastaRiver,18-01,18-010207,1,0-000,1-004,0-000,0-000,0-000,0-000,No,177.8138573,0
24,50,1,No,No,No,673,No,0,2,2,0,2,2,0,8,1.333333333,41.7354186,-122.6344708,SISKIYOU,289.447619,1,0,ShastaRiver,18-01,18-010207,FR,FR-999,0-000,0-000,0-000,0-000,0-000,No,177.8138573,0
27,80,1,No,No,No,901,No,0,0,0,0,0,0,0,0,1.333333333,41.6641375,-122.6326991,SISKIYOU,289.447619,1,0,ShastaRiver,18-01,18-010207,1,0-000,1-004,0-000,0-000,0-000,0-000,No,177.8138573,0
31,55,1,No,No,No,234,No,0,0,0,0,0,0,0,0,2,41.280311,-122.2992917,SISKIYOU,289.447619,1,0,SacramentoRiver,18-02,18-020005,FR,FR-999,0-000,0-000,0-000,0-000,0-000,No,1746.55655,0
73,100,0,No,No,No,1130,No,0,0,0,0,0,0,0,0,0.333333333,41.2853294,-122.3091266,SISKIYOU,289.447619,3,0,SacramentoRiver,18-02,18-020005,FR,FR-999,0-000,0-000,0-000,0-000,0-000,No,1746.55655,0
46,150,0.5,No,No,No,1412,No,0,0,0,0,0,0,0,0,0.333333333,41.316165,-122.2819425,SISKIYOU,289.447619,2,0,SacramentoRiver,18-02,18-020005,FR,FR-999,0-000,0-000,0-000,0-000,0-000,No,1746.55655,0
83,539,0,No,No,No,807,No,0,0,0,0,0,0,0,0,0.333333333,41.2906379,-122.3144397,SISKIYOU,289.447619,3,0,SacramentoRiver,18-02,18-020005,FR,FR-999,0-000,0-000,0-000,0-000,0-000,No,1746.55655,0
32,32,0.5,No,No,No,903,No,0,0,0,0,0,0,0,0,0.333333333,41.4679733,-122.352483,SISKIYOU,289.447619,2,0,ShastaRiver,18-01,18-010207,FR,FR-999,0-000,0-000,0-000,0-000,0-000,No,177.8138573,0
420,887,0.5,No,No,No,1295,No,0,0,0,1,0,2,0,3,0.333333333,41.9638725,-121.9180176,SISKIYOU,289.447619,2,0,NotInCurtailedWatershed,18-01,18-010205,FR-1,FR-999,1-003,0-000,0-000,0-000,0-000,No,51.76911632,1
1187,1923,1,No,No,No,828,Yes,0,0,0,0,0,0,0,0,1.333333333,41.209718,-122.273036,SISKIYOU,289.447619,1,0,SacramentoRiver,18-02,18-020005,FR,FR-999,0-000,0-000,0-000,0-000,0-000,No,1746.55655,1
362,675,0.5,No,No,No,1596,Yes,0,0,0,0,0,1,0,1,0.333333333,41.6069804,-122.8396128,SISKIYOU,289.447619,2,0,ScottRiver,18-01,18-010208,1,0-000,1-005,0-000,0-000,0-000,0-000,No,727.996563,1
413,720,1,No,No,No,1040,Yes,0,0,0,0,0,2,0,2,1.333333333,41.4563518,-122.8937347,SISKIYOU,289.447619,0,2,ScottRiver,18-01,18-010208,FR,FR-999,0-000,0-000,0-000,0-000,0-000,No,727.996563,1
730,1300,0,No,No,No,1353,Yes,0,0,0,0,0,0,0,0,0.333333333,41.2518016,-122.1381265,SISKIYOU,289.447619,3,0,SacramentoRiver,18-02,18-020004,FR-5,FR-999,0-000,0-000,5-035,0-000,0-000,No,749.2810882,0
536,1495,0,No,No,No,1438,Yes,1,2,0,2,0,2,0,8,0.333333333,41.7278069,-122.5321655,SISKIYOU,289.447619,0,4,ShastaRiver,18-01,18-010207,FR-1,FR-999,1-004,0-000,0-000,0-000,0-000,No,177.8138573,1
1878,3642,0,No,No,No,1688,Yes,0,2,2,2,1,2,0,9,0.333333333,41.3133324,-122.312831,SISKIYOU,289.447619,3,0,SacramentoRiver,18-02,18-020005,FR,FR-999,0-000,0-000,0-000,0-000,0-000,No,1746.55655,0
1110,2963,0,No,No,No,1630,Yes,0,0,0,0,0,0,0,0,0.333333333,41.4275063,-122.3846492,SISKIYOU,289.447619,5,0,ShastaRiver,18-01,18-010207,FR,FR-999,0-000,0-000,0-000,0-000,0-000,No,177.8138573,1
471,1000,0.5,No,No,No,1113,No,0,2,2,0,0,0,0,4,0.333333333,41.9566679,-121.4764073,SISKIYOU,289.447619,2,0,NotInCurtailedWatershed,18-01,18-010204,1,0-000,1-002,0-000,0-000,0-000,0-000,No,148.0630882,0
3268,7786,0.5,No,No,No,-1,Yes,0,0,0,0,0,1,0,1,0.333333333,41.7272788,-122.6394868,SISKIYOU,289.447619,1,2,PartialShasta,18-01,18-010207,FR-1,FR-999,1-004,0-000,0-000,0-000,0-000,No,177.8138573,1
453,1100,1,No,No,No,1439,No,0,0,0,0,0,0,0,0,1.333333333,41.7995046,-123.3768253,SISKIYOU,289.447619,0,2,NotInCurtailedWatershed,18-01,18-010209,FR-1,FR-999,1-015,0-000,0-000,0-000,0-000,No,15258.68193,0
1286,2877,0,No,No,No,1838,Yes,0,0,0,0,0,0,0,0,0.333333333,41.5282947,-122.3641763,SISKIYOU,289.447619,3,0,ShastaRiver,18-01,18-010207,1,0-000,1-004,0-000,0-000,0-000,0-000,No,177.8138573,0
40,60,1,No,No,No,310,No,0,0,0,0,1,0,0,1,1.5,38.3432372,-122.0023579,SOLANO,295.6,1,0,SacramentoRiver,18-02,18-020163,FR,FR-999,0-000,0-000,0-000,0-000,0-000,No,7043.511667,0
110,125,0.5,No,No,No,1275,No,0,0,0,0,0,0,1,1,0.333333333,38.2002592,-121.6136874,SOLANO,295.6,2,0,SacramentoRiver,18-02,18-020163,5,0-000,0-000,0-000,5-021,0-000,0-000,No,7043.511667,0
54,80,0,No,No,No,672,No,0,0,0,0,1,0,0,1,0.333333333,38.3669219,-122.0105859,SOLANO,295.6,3,0,SacramentoRiver,18-02,18-020163,FR,FR-999,0-000,0-000,0-000,0-000,0-000,No,7043.511667,0
1,34,1,No,No,No,454,No,0,0,0,0,0,0,0,0,1.5,38.091395,-121.8536904,SOLANO,295.6,1,0,NotInCurtailedWatershed,18-05,18-050001,2,0-000,2-003,0-000,0-000,0-000,0-000,No,10081.04397,0
14,25,1,No,No,No,1036,No,0,0,0,0,0,0,0,0,1.333333333,38.253203,-122.1469956,SOLANO,295.6,1,0,NotInCurtailedWatershed,18-05,18-050001,FR,FR-999,0-000,0-000,0-000,0-000,0-000,No,10081.04397,0
360,365,0.5,No,No,No,955,No,0,0,0,0,0,0,0,0,0.333333333,38.4184872,-121.9349228,SOLANO,295.6,2,0,SacramentoRiver,18-02,18-020163,5,0-000,0-000,0-000,5-021,0-000,0-000,No,7043.511667,0
9798,28000,0,No,No,No,-1,Yes,0,0,0,1,0,0,1,2,0.333333333,38.0905298,-122.1319793,SOLANO,295.6,0,5,PartialSac,18-05,18-050001,FR-5,FR-999,0-000,0-000,5-021,0-000,0-000,No,10081.04397,0
3042,10054,0,No,No,No,-1,No,0,0,0,0,1,0,0,1,0.333333333,38.4443671,-121.8224065,SOLANO,295.6,8,0,SacramentoRiver,18-02,18-020163,5,0-000,0-000,0-000,5-021,0-000,0-000,No,7043.511667,0
32301,112140,0,No,No,No,-1,No,0,0,0,0,0,0,0,0,-1,38.2523318,-122.0446709,SOLANO,295.6,0,4,NotInCurtailedWatershed,18-05,18-050001,2,0-000,2-003,0-000,0-000,0-000,0-000,No,10081.04397,0
